Country,Cultural_Factor,Adaptation_Needed,Adaptation_Level
Country 34,Etiquette,Yes,0.1587280512158452
Country 30,Religion,No,0.7297783469924609
Country 9,Religion,No,0.3333010905401921
Country 44,Customs,Yes,0.5557502524874678
Country 1,Values,No,0.707203511089323
Country 46,Values,Yes,0.38768359071039005
Country 50,Language,Yes,0.2674983099011783
Country 23,Etiquette,No,0.9696031535332996
Country 11,Customs,No,0.5443765158195076
Country 44,Values,Yes,0.8817032332464628
Country 46,Values,Yes,0.5745365495477347
Country 6,Customs,Yes,0.10139686483827148
Country 44,Customs,Yes,0.37368791818205394
Country 24,Values,Yes,0.22776420039484468
Country 37,Etiquette,Yes,0.8688394978772588
Country 45,Values,No,0.30357186418604265
Country 40,Language,Yes,0.8995802136952642
Country 49,Customs,No,0.02819329027773887
Country 48,Values,Yes,0.1254949082816018
Country 8,Religion,Yes,0.24236467233155046
Country 30,Language,No,0.4383730458165871
Country 21,Religion,No,0.14367167778260903
Country 5,Values,Yes,0.2744055615336659
Country 12,Customs,No,0.47975852215134485
Country 4,Etiquette,Yes,0.8923424409337424
Country 6,Etiquette,Yes,0.9592058821150385
Country 35,Values,Yes,0.7733504333459038
Country 11,Etiquette,Yes,0.5496357948114415
Country 49,Language,Yes,0.05275992627285497
Country 48,Religion,No,0.026080320653663835
Country 22,Religion,No,0.0007712745142484101
Country 48,Religion,Yes,0.7217259731413583
Country 31,Religion,No,0.21043608798603297
Country 24,Religion,Yes,0.46377342945011457
Country 19,Religion,Yes,0.4202800203197882
Country 48,Language,Yes,0.8800303241694186
Country 22,Customs,Yes,0.5304725898682762
Country 26,Etiquette,No,0.41511142387249866
Country 9,Etiquette,Yes,0.5533402542541481
Country 33,Religion,Yes,0.2877254248679927
Country 47,Religion,No,0.9066279885510132
Country 7,Language,Yes,0.014238009156844478
Country 21,Customs,No,0.9960549254586499
Country 13,Religion,No,0.32018435476477003
Country 12,Religion,Yes,0.9226390254598397
Country 11,Language,Yes,0.2254682306107264
Country 7,Customs,No,0.8438081831652052
Country 2,Values,Yes,0.8029262565715887
Country 26,Customs,No,0.1616861806878317
Country 16,Values,Yes,0.8721265879636101
Country 48,Religion,No,0.9098607240075895
Country 48,Values,Yes,0.22546669607614045
Country 22,Values,Yes,0.0715108274303975
Country 17,Language,Yes,0.6964393000772124
Country 40,Customs,No,0.12609438116631433
Country 6,Etiquette,No,0.3056108592946667
Country 37,Etiquette,No,0.8564302546128812
Country 46,Values,Yes,0.8132510486043605
Country 29,Customs,Yes,0.9160755144526403
Country 10,Values,No,0.7395737656627838
Country 3,Values,Yes,0.46305637055334625
Country 2,Language,No,0.9423995006483489
Country 6,Etiquette,No,0.6631209187664363
Country 22,Language,No,0.16863400109798032
Country 11,Values,No,0.003261699092350634
Country 42,Language,No,0.38110645461642134
Country 3,Language,No,0.3618872214083898
Country 10,Values,Yes,0.9540429980784956
Country 42,Values,Yes,0.29715263596369923
Country 44,Religion,Yes,0.779064175026401
Country 42,Language,Yes,0.17437815509565324
Country 23,Language,Yes,0.20406315892882487
Country 20,Values,No,0.6384327583950784
Country 35,Etiquette,No,0.9846309547759121
Country 2,Values,Yes,0.5809424684414201
Country 1,Values,Yes,0.6748940191264604
Country 28,Religion,Yes,0.5080342535506043
Country 31,Customs,Yes,0.07154120018705667
Country 13,Etiquette,Yes,0.9471270771646947
Country 30,Etiquette,No,0.05656108886930811
Country 6,Customs,Yes,0.6307715699019129
Country 24,Language,Yes,0.5955866345600305
Country 29,Customs,Yes,0.7698892496785353
Country 26,Customs,No,0.22624714931537093
Country 14,Customs,Yes,0.600560588836998
Country 38,Customs,Yes,0.3190533357606926
Country 15,Etiquette,Yes,0.7267805562623466
Country 33,Values,Yes,0.2353097950086317
Country 2,Language,No,0.5011681051133092
Country 23,Religion,Yes,0.12263922983395914
Country 40,Customs,No,0.9847860935451682
Country 16,Customs,Yes,0.1366822185001204
Country 32,Values,Yes,0.9965118764658766
Country 27,Language,Yes,0.5311888499804223
Country 1,Values,No,0.25931054461963654
Country 29,Religion,No,0.6330238027974436
Country 23,Etiquette,Yes,0.5366060765009634
Country 39,Etiquette,No,0.641837973452255
Country 5,Language,No,0.8852325005060967
Country 25,Etiquette,No,0.2996915988422053
Country 18,Religion,Yes,0.6594939231451491
Country 38,Values,No,0.23417521973567856
Country 13,Language,Yes,0.6941043668105882
Country 47,Values,No,0.6508523547473306
Country 35,Language,No,0.839340947334917
Country 36,Values,Yes,0.5523313624021046
Country 15,Language,Yes,0.17915506911490786
Country 45,Etiquette,No,0.928572938989503
Country 8,Customs,Yes,0.4465969895725085
Country 30,Language,No,0.36385624451336507
Country 43,Values,No,0.8611759076819488
Country 23,Language,Yes,0.7306402541729021
Country 10,Customs,Yes,0.8250804975989096
Country 2,Language,No,0.07566554273424753
Country 16,Language,Yes,0.212580852474347
Country 19,Values,No,0.06081659754644242
Country 26,Religion,Yes,0.8440488833177057
Country 23,Language,No,0.44483969829210057
Country 29,Values,Yes,0.9212301283808588
Country 26,Customs,Yes,0.4008511896434189
Country 47,Customs,No,0.42091666407300565
Country 45,Customs,Yes,0.03479816285962822
Country 37,Etiquette,Yes,0.5920620665835755
Country 42,Religion,No,0.6120144845764303
Country 15,Religion,Yes,0.6349546415348047
Country 47,Values,No,0.09087054643864578
Country 22,Etiquette,Yes,0.8135613051752235
Country 13,Etiquette,No,0.07496377849109848
Country 21,Language,No,0.8036563728755779
Country 35,Values,Yes,0.817815209017469
Country 28,Language,Yes,0.6199791380361672
Country 41,Language,No,0.5971580205188557
Country 6,Religion,No,0.04903200404719121
Country 41,Language,No,0.09518991396076637
Country 47,Values,No,0.7642960433899487
Country 26,Etiquette,No,0.8330645798020061
Country 26,Etiquette,Yes,0.6711460375229295
Country 13,Etiquette,No,0.6798924521527449
Country 7,Values,Yes,0.6130585431433995
Country 14,Religion,Yes,0.5539798717438338
Country 18,Customs,No,0.09449072592553343
Country 28,Language,Yes,0.9064264703273694
Country 41,Values,Yes,0.5214239075723338
Country 24,Language,No,0.7697826604473951
Country 6,Language,No,0.1022826161604985
Country 17,Etiquette,Yes,0.0487654830678067
Country 27,Customs,No,0.9636589007701265
Country 49,Language,No,0.3324603701089227
Country 38,Etiquette,Yes,0.07121582216629707
Country 8,Language,Yes,0.20602972685396892
Country 24,Etiquette,Yes,0.3311374765457443
Country 5,Language,Yes,0.7866685391885644
Country 32,Etiquette,No,0.47944295842256957
Country 3,Language,Yes,0.9942309861720973
Country 12,Customs,Yes,0.6859816119945433
Country 42,Language,No,0.1610255283008254
Country 9,Values,No,0.28507053808849836
Country 49,Etiquette,No,0.7868576813876487
Country 43,Religion,No,0.45195961326505407
Country 24,Etiquette,No,0.604747112315308
Country 2,Etiquette,No,0.15768341182875434
Country 43,Religion,No,0.9573357605512298
Country 14,Etiquette,Yes,0.04952216876493498
Country 2,Religion,No,0.5261354798755958
Country 31,Etiquette,Yes,0.4928466453269835
Country 30,Language,No,0.6750662857251019
Country 9,Customs,Yes,0.6327450533791266
Country 24,Customs,Yes,0.09141278293855637
Country 44,Religion,No,0.9849603728128015
Country 5,Religion,No,0.6552795536439834
Country 8,Etiquette,No,0.4111658640732254
Country 45,Language,Yes,0.6959981715494694
Country 9,Values,Yes,0.20766488573507502
Country 31,Values,Yes,0.04815886634089761
Country 9,Etiquette,Yes,0.3405404819321146
Country 16,Etiquette,Yes,0.6885248949088931
Country 39,Language,Yes,0.2701395970437841
Country 29,Religion,No,0.1708478259932068
Country 23,Values,Yes,0.8075536390843019
Country 10,Values,Yes,0.8191678333661088
Country 13,Language,Yes,0.08716585368224283
Country 31,Language,No,0.06258634596694035
Country 41,Religion,Yes,0.7777053856722924
Country 2,Language,Yes,0.3725748826053725
Country 13,Religion,No,0.28161259849899345
Country 15,Values,Yes,0.3804221489503803
Country 14,Etiquette,Yes,0.8591378235121483
Country 2,Customs,No,0.16697351720204712
Country 50,Language,No,0.788243582740699
Country 4,Customs,No,0.642618282625642
Country 42,Customs,No,0.41562169225917234
Country 11,Religion,No,0.2882485612732236
Country 16,Language,Yes,0.04447093840343053
Country 43,Values,No,0.8731879225130965
Country 48,Etiquette,Yes,0.011590787096314337
Country 44,Customs,Yes,0.3434288985047702
Country 25,Language,Yes,0.47858376961926785
Country 31,Etiquette,Yes,0.5920362362517697
Country 37,Language,Yes,0.44990334297060874
Country 2,Etiquette,No,0.0166040300313689
Country 6,Values,No,0.8889677256430341
Country 1,Religion,No,0.5463701283816237
Country 9,Etiquette,No,0.22413141572477324
Country 23,Religion,Yes,0.5784546452707751
Country 27,Etiquette,No,0.669433213944781
Country 41,Values,Yes,0.6953484871337657
Country 26,Etiquette,Yes,0.9307743498143858
Country 46,Values,Yes,0.7654289426077114
Country 16,Values,Yes,0.09898468650364911
Country 47,Etiquette,Yes,0.6444499761504967
Country 2,Customs,No,0.985024830348427
Country 35,Religion,Yes,0.3772924052703348
Country 14,Values,Yes,0.8012805760106222
Country 40,Customs,No,0.5136823941524645
Country 25,Etiquette,Yes,0.009655016974309594
Country 6,Language,Yes,0.21502578710769749
Country 31,Religion,Yes,0.39405257880319633
Country 9,Values,No,0.8215024286258732
Country 30,Customs,Yes,0.008764382278215965
Country 11,Etiquette,No,0.714899760877837
Country 50,Values,No,0.4663887571603421
Country 14,Values,No,0.35830852886830955
Country 28,Language,Yes,0.0037943879885442566
Country 34,Customs,No,0.7981111023258098
Country 7,Language,Yes,0.7378885306036093
Country 2,Religion,No,0.8544683667399567
Country 46,Customs,Yes,0.6236711873019465
Country 46,Religion,Yes,0.9379784450986097
Country 37,Religion,Yes,0.19450256049528347
Country 18,Customs,Yes,0.7214669797051823
Country 8,Etiquette,No,0.3807702283621749
Country 44,Etiquette,Yes,0.3392699738001257
Country 5,Language,Yes,0.7225371286020269
Country 15,Customs,Yes,0.6553055304450082
Country 24,Etiquette,No,0.8302070461108404
Country 48,Language,No,0.5737713608851712
Country 28,Values,Yes,0.381838564687873
Country 5,Etiquette,Yes,0.014910827651836045
Country 38,Language,Yes,0.6077357599703634
Country 5,Language,No,0.2898878988159581
Country 47,Etiquette,Yes,0.6344871331976415
Country 47,Customs,Yes,0.20687919147463063
Country 33,Values,Yes,0.07449507970636038
Country 45,Customs,No,0.3686888504040601
Country 33,Religion,Yes,0.7164549384294857
Country 20,Religion,No,0.06862710755874424
Country 18,Values,Yes,0.8447102847354371
Country 46,Values,Yes,0.26178182702125685
Country 15,Customs,Yes,0.44408100027485664
Country 31,Values,Yes,0.08172558240464733
Country 11,Customs,No,0.6288871220923986
Country 37,Etiquette,Yes,0.4905313662258943
Country 12,Values,Yes,0.021690542304816818
Country 37,Language,No,0.8031267988134084
Country 50,Language,No,0.10995558124023685
Country 38,Values,Yes,0.04982504104697871
Country 18,Language,Yes,0.1612864625843181
Country 40,Language,No,0.6732494131643207
Country 6,Etiquette,No,0.43815118410701415
Country 34,Language,Yes,0.2793125082962147
Country 37,Language,Yes,0.7775337335972675
Country 27,Religion,Yes,0.5739386781088518
Country 4,Etiquette,No,0.07359324642271126
Country 24,Customs,Yes,0.26661730098083947
Country 5,Language,Yes,0.740240395593026
Country 5,Religion,Yes,0.06871896855290782
Country 34,Religion,No,0.04378378835371244
Country 31,Etiquette,Yes,0.5933826118047346
Country 27,Religion,No,0.06785472562255213
Country 16,Etiquette,Yes,0.3216405878669034
Country 9,Customs,No,0.7605896292190918
Country 27,Religion,No,0.22467884453492015
Country 36,Language,No,0.314769014901656
Country 14,Customs,No,0.33412771042490186
Country 35,Values,Yes,0.7737871597689587
Country 39,Etiquette,Yes,0.6018343034565792
Country 33,Etiquette,Yes,0.586768340573083
Country 3,Language,Yes,0.6614116862219459
Country 43,Values,Yes,0.14944678398460687
Country 18,Customs,No,0.12060145554949753
Country 8,Etiquette,Yes,0.1862496399319219
Country 45,Religion,No,0.13038232355585533
Country 21,Etiquette,Yes,0.23634083235124503
Country 5,Religion,No,0.5023749874239729
Country 31,Religion,Yes,0.6412571553800841
Country 48,Etiquette,Yes,0.7990502410074121
Country 40,Customs,Yes,0.2716307179183607
Country 10,Values,Yes,0.9644131229699526
Country 43,Language,Yes,0.9472813959706191
Country 10,Customs,Yes,0.9883072261603104
Country 10,Religion,No,0.7297481834763537
Country 16,Customs,No,0.8939081999173475
Country 20,Etiquette,Yes,0.5285718800971889
Country 34,Language,No,0.6817507889084026
Country 41,Language,No,0.6452045980366913
Country 43,Customs,No,0.034129181980041445
Country 43,Etiquette,No,0.029050184643645505
Country 25,Values,Yes,0.11389596227920307
Country 24,Values,Yes,0.9030122660292557
Country 34,Values,Yes,0.21956794667598156
Country 47,Customs,Yes,0.6040690878365925
Country 8,Language,No,0.5044189890156688
Country 42,Values,No,0.9350508541772972
Country 47,Etiquette,Yes,0.5221464462625293
Country 18,Etiquette,No,0.44358362581689237
Country 21,Religion,Yes,0.7201087112499399
Country 47,Etiquette,No,0.5574678866942763
Country 28,Values,No,0.6855665932557818
Country 23,Values,Yes,0.29422174557563874
Country 14,Etiquette,Yes,0.7880818022174564
Country 49,Language,No,0.18473367802068286
Country 2,Religion,Yes,0.47758982228925084
Country 47,Etiquette,No,0.18127838449680778
Country 25,Values,Yes,0.6556246892707279
Country 42,Religion,No,0.2780911668199586
Country 41,Religion,Yes,0.6233280350846396
Country 29,Religion,No,0.42440430523609884
Country 22,Etiquette,No,0.676027303115792
Country 38,Values,No,0.7969623624311514
Country 44,Religion,No,0.25914459458774586
Country 36,Values,No,0.30573875153832186
Country 32,Religion,No,0.19885192566699728
Country 4,Customs,Yes,0.29889845031933027
Country 39,Values,Yes,0.42713342194474524
Country 35,Etiquette,No,0.3973577949774266
Country 11,Etiquette,No,0.6588418512946607
Country 11,Customs,No,0.6439713724192431
Country 17,Customs,No,0.6801591232915175
Country 46,Customs,Yes,0.3670149081562356
Country 34,Etiquette,No,0.28320354363395683
Country 9,Religion,Yes,0.5219223980244889
Country 24,Etiquette,No,0.9741526533673206
Country 3,Language,No,0.3527635800781842
Country 42,Values,Yes,0.8165764058068418
Country 21,Religion,No,0.2798525732117072
Country 27,Customs,Yes,0.1065635603405255
Country 50,Customs,No,0.5321106268860274
Country 26,Language,No,0.15388960886940872
Country 49,Values,Yes,0.40857477757671357
Country 38,Values,No,0.9691280058965056
Country 3,Religion,No,0.16807917821073237
Country 48,Religion,Yes,0.776554126620562
Country 16,Values,Yes,0.38952991126003644
Country 17,Religion,No,0.824618032376346
Country 28,Language,No,0.41925593524006555
Country 4,Customs,Yes,0.960980417931144
Country 36,Language,Yes,0.47231699293433893
Country 21,Religion,Yes,0.15510168792471024
Country 31,Religion,No,0.5323034966005207
Country 4,Religion,Yes,0.525183029956194
Country 12,Customs,No,0.7988072692650539
Country 33,Values,No,0.2040996515383472
Country 47,Language,Yes,0.970464629422213
Country 12,Customs,Yes,0.6890682915557856
Country 39,Etiquette,No,0.32361098954822065
Country 14,Language,Yes,0.3514936619708037
Country 21,Religion,Yes,0.9551133383399564
Country 50,Values,No,0.9378358517380224
Country 36,Religion,No,0.6974172011686915
Country 48,Values,Yes,0.4600489288697255
Country 36,Etiquette,Yes,0.38074584690112634
Country 8,Values,No,0.34261942232471143
Country 15,Customs,No,0.8973361931477157
Country 45,Customs,No,0.7839090322883301
Country 13,Values,Yes,0.7647188051219479
Country 48,Customs,Yes,0.30574904859448515
Country 16,Customs,No,0.4302780370130709
Country 14,Customs,Yes,0.2926083154771688
Country 27,Customs,Yes,0.8610063813430398
Country 31,Language,Yes,0.9927335733138094
Country 17,Etiquette,Yes,0.3838030800754807
Country 48,Language,No,0.8054812978901659
Country 6,Religion,Yes,0.6541929139351544
Country 42,Etiquette,Yes,0.8862311136340896
Country 35,Language,Yes,0.7209966778827865
Country 24,Language,Yes,0.08743927005244179
Country 35,Customs,No,0.1090909458385636
Country 33,Values,No,0.2380112353634256
Country 41,Religion,No,0.6421416300442689
Country 19,Religion,No,0.603941651179812
Country 19,Etiquette,No,0.6608071411026728
Country 26,Etiquette,No,0.36895038480384734
Country 47,Values,No,0.17294114443782937
Country 29,Customs,Yes,0.333219934705103
Country 39,Values,No,0.6169621234842627
Country 7,Religion,No,0.2182566492012772
Country 39,Etiquette,No,0.2338975070127658
Country 20,Etiquette,Yes,0.38683589058230605
Country 32,Values,Yes,0.6581783995692899
Country 23,Language,No,0.5935112818515808
Country 17,Religion,No,0.2825130738953249
Country 8,Language,No,0.4678314554268965
Country 28,Language,Yes,0.8207938459779353
Country 4,Language,Yes,0.6347477848828678
Country 39,Religion,Yes,0.5932638633607197
Country 32,Language,No,0.2602766663514112
Country 23,Religion,No,0.5966483162823253
Country 34,Religion,Yes,0.23702955999949626
Country 39,Customs,Yes,0.4836161394874533
Country 11,Customs,Yes,0.1590752167299576
Country 21,Religion,Yes,0.5190579042622662
Country 7,Language,Yes,0.13333430423263282
Country 38,Customs,Yes,0.7543620277035364
Country 40,Values,No,0.671744299756372
Country 30,Language,Yes,0.3144625266711031
Country 32,Customs,No,0.7621702752086171
Country 18,Customs,No,0.6544959669147874
Country 27,Values,No,0.17613806062857784
Country 28,Religion,Yes,0.4362522833286624
Country 30,Religion,No,0.5776400029443897
Country 2,Etiquette,Yes,0.7980441380706557
Country 7,Values,No,0.439779470929474
Country 25,Etiquette,No,0.01567605851652354
Country 2,Language,Yes,0.8754111940642272
Country 5,Etiquette,Yes,0.34261757629164835
Country 50,Customs,Yes,0.6736358191078047
Country 12,Values,No,0.5865872234005518
Country 15,Customs,No,0.32111405434850426
Country 11,Language,Yes,0.2879452785655142
Country 30,Etiquette,No,0.9186884183414084
Country 17,Language,Yes,0.3994384239274452
Country 37,Religion,Yes,0.7241102371760123
Country 11,Religion,No,0.5696828394092518
Country 17,Values,No,0.1514371632244853
Country 8,Language,Yes,0.08915833912470905
Country 50,Etiquette,Yes,0.355462238359313
Country 26,Etiquette,No,0.3744619324437567
Country 13,Religion,No,0.6784202872768162
Country 30,Values,Yes,0.31799809108776045
Country 32,Etiquette,No,0.9355244323517148
Country 50,Etiquette,Yes,0.8331058451688501
Country 43,Customs,No,0.214236963676109
Country 5,Customs,Yes,0.308068337822202
Country 46,Values,Yes,0.7064020035163082
Country 2,Customs,No,0.358749187917459
Country 25,Values,No,0.7704016992625955
Country 26,Etiquette,No,0.9812698530991618
Country 22,Customs,Yes,0.862591122083632
Country 42,Religion,No,0.5255019638719975
Country 23,Customs,Yes,0.7393791743791165
Country 2,Etiquette,Yes,0.27296782516916474
Country 33,Values,No,0.23817392767025347
Country 13,Etiquette,Yes,0.317345188325579
Country 50,Values,No,0.39343112053650553
Country 7,Values,No,0.20223152059607974
Country 24,Religion,No,0.3445744574323377
Country 31,Etiquette,No,0.06266197399971618
Country 34,Customs,Yes,0.4499206608373383
Country 12,Customs,Yes,0.8781433515999357
Country 15,Etiquette,No,0.06720649890996
Country 40,Etiquette,Yes,0.7423746486242306
Country 4,Etiquette,Yes,0.9476597926913399
Country 43,Etiquette,Yes,0.3613203565704557
Country 21,Etiquette,Yes,0.170207903467801
Country 9,Religion,Yes,0.6303080440171324
Country 21,Religion,No,0.5859118106135349
Country 14,Customs,No,0.9384926324291859
Country 20,Customs,No,0.3096418607984206
Country 4,Language,Yes,0.5023283240397901
Country 4,Religion,Yes,0.5815267392193634
Country 29,Customs,Yes,0.5394659147553416
Country 5,Etiquette,Yes,0.7223364827329848
Country 20,Values,Yes,0.8303407744389018
Country 11,Customs,Yes,0.18562220738930613
Country 22,Customs,No,0.018342987369411534
Country 46,Customs,No,0.6618082667885561
Country 35,Values,Yes,0.18371095111883762
Country 20,Etiquette,No,0.7083785997759325
Country 47,Etiquette,Yes,0.820215072409978
Country 46,Etiquette,Yes,0.03687163926295911
Country 21,Customs,No,0.9528362442944762
Country 23,Customs,Yes,0.5213551259935408
Country 39,Language,Yes,0.25727414662279424
Country 33,Values,No,0.06037392566028332
Country 45,Etiquette,Yes,0.5507452984913797
Country 11,Values,Yes,0.8432136043989068
Country 40,Values,Yes,0.4181797538441001
Country 20,Values,No,0.7653583824677024
Country 29,Language,Yes,0.871231013987708
Country 11,Etiquette,Yes,0.6928414587610917
Country 41,Religion,Yes,0.147996222916141
Country 14,Religion,Yes,0.8057409847884947
Country 34,Values,Yes,0.18303030850201274
Country 10,Values,No,0.13692723224929626
Country 21,Customs,Yes,0.35803905498117705
Country 44,Etiquette,No,0.48453321972046737
Country 16,Customs,Yes,0.295160530505574
Country 25,Etiquette,No,0.7499816766843135
Country 47,Language,No,0.29193672140022875
Country 43,Customs,Yes,0.7729334862744488
Country 15,Religion,Yes,0.8049678465899098
Country 25,Customs,Yes,0.029238730736607765
Country 35,Values,No,0.2915583778675689
Country 5,Religion,No,0.8020203621760426
Country 46,Customs,Yes,0.1970146991795736
Country 49,Values,Yes,0.7045409552580998
Country 42,Language,No,0.6611739676626073
Country 32,Values,No,0.351880143980117
Country 21,Religion,Yes,0.7363510692353172
Country 20,Language,Yes,0.6985706464599422
Country 9,Religion,No,0.6184389580764772
Country 2,Customs,No,0.9424508451520052
Country 28,Customs,Yes,0.8033927404391994
Country 36,Etiquette,Yes,0.016583703156820673
Country 33,Language,Yes,0.7207619703466154
Country 7,Language,Yes,0.633323148253653
Country 45,Language,No,0.9247063984486359
Country 22,Religion,Yes,0.49041792789742966
Country 42,Customs,No,0.6947895974552113
Country 46,Customs,No,0.44397610337411664
Country 7,Customs,Yes,0.1436227646995527
Country 35,Language,No,0.9151530064199762
Country 24,Religion,Yes,0.006745364500484907
Country 50,Values,No,0.3249923593433578
Country 28,Religion,No,0.1366755920154712
Country 5,Customs,Yes,0.28668925330105766
Country 48,Values,No,0.9826898725339317
Country 8,Values,Yes,0.2078951283868138
Country 36,Values,No,0.3991627785285433
Country 42,Customs,No,0.6998758122329055
Country 14,Religion,No,0.3977929128261144
Country 28,Religion,No,0.7481465949972572
Country 38,Values,Yes,0.6999004898150154
Country 15,Etiquette,Yes,0.9930494086274648
Country 40,Etiquette,Yes,0.999827639100064
Country 4,Customs,Yes,0.2493393131142121
Country 25,Values,Yes,0.20714629929735928
Country 34,Language,No,0.5316893624521476
Country 34,Etiquette,Yes,0.8497798843200158
Country 35,Customs,Yes,0.2775526054949944
Country 26,Language,Yes,0.44700836769668595
Country 48,Values,Yes,0.34960960173667
Country 10,Language,No,0.5863211540973221
Country 44,Customs,Yes,0.29420263455784434
Country 30,Religion,Yes,0.2098777170650048
Country 11,Language,No,0.4734989873102957
Country 27,Language,No,0.5869037417919103
Country 48,Customs,No,0.12974215080705398
Country 39,Values,Yes,0.5523140028972183
Country 18,Values,Yes,0.9131999327389297
Country 10,Etiquette,Yes,0.11493678625100767
Country 6,Language,Yes,0.4369418750867833
Country 46,Religion,Yes,0.6963225830066493
Country 34,Language,Yes,0.2797004937224039
Country 15,Etiquette,No,0.5610085170420035
Country 38,Language,Yes,0.26482192827527806
Country 17,Customs,Yes,0.4279635624518888
Country 11,Etiquette,No,0.229762688508938
Country 24,Customs,No,0.827392582015445
Country 15,Etiquette,No,0.010460880424507657
Country 22,Etiquette,Yes,0.622809980617666
Country 30,Language,No,0.9593949121556516
Country 5,Religion,Yes,0.11732227401235729
Country 11,Language,Yes,0.36922310157651095
Country 6,Language,Yes,0.5670145330854405
Country 5,Language,Yes,0.45722667494563707
Country 7,Language,Yes,0.6431558572130142
Country 9,Religion,No,0.07509807263329105
Country 30,Customs,Yes,0.6326670229265242
Country 37,Etiquette,Yes,0.6990010601627078
Country 25,Customs,No,0.264535472781381
Country 7,Customs,No,0.6097140947028088
Country 37,Religion,Yes,0.2222181649299615
Country 22,Language,No,0.1931339039732477
Country 41,Religion,Yes,0.23483762905711225
Country 41,Values,No,0.49632226187008255
Country 4,Etiquette,Yes,0.4815681754838821
Country 1,Etiquette,Yes,0.8481564105780234
Country 32,Values,No,0.5870935220500615
Country 35,Values,No,0.5572255674907207
Country 36,Values,No,0.5528176716015495
Country 8,Values,No,0.6037270527936553
Country 44,Religion,No,0.22525258383241265
Country 49,Religion,No,0.13606781491860043
Country 46,Religion,No,0.47508735262887214
Country 5,Customs,No,0.16086556708908484
Country 34,Values,No,0.28480892105355915
Country 4,Religion,No,0.18019802330123802
Country 11,Language,No,0.45612547075925247
Country 8,Values,Yes,0.7997265592597007
Country 9,Religion,Yes,0.5493991517210548
Country 33,Customs,Yes,0.5174922878809024
Country 6,Etiquette,Yes,0.6410369959474442
Country 23,Values,Yes,0.09233162111641402
Country 7,Etiquette,Yes,0.9577194211250779
Country 24,Religion,No,0.8194292861246296
Country 38,Etiquette,No,0.01620867328668474
Country 42,Values,Yes,0.8298319277993681
Country 7,Values,No,0.8426000239128313
Country 1,Etiquette,Yes,0.49290641236197097
Country 25,Etiquette,No,0.47057052733508287
Country 42,Religion,Yes,0.09399671282739064
Country 42,Language,Yes,0.5240410530042845
Country 34,Religion,Yes,0.49429479929772424
Country 14,Language,Yes,0.25521227924120604
Country 10,Values,Yes,0.2342756274946074
Country 16,Etiquette,Yes,0.9070454675369642
Country 17,Religion,No,0.8251778469000844
Country 25,Values,Yes,0.5839133574449276
Country 14,Customs,Yes,0.9519326537490673
Country 44,Language,Yes,0.5300328762358429
Country 17,Etiquette,Yes,0.5859488875773596
Country 41,Etiquette,Yes,0.7819073826189953
Country 36,Language,No,0.42097800493228743
Country 36,Customs,No,0.28835049198355056
Country 10,Etiquette,Yes,0.5464926542781491
Country 43,Customs,No,0.08084455936640911
Country 49,Customs,No,0.31836017722849863
Country 19,Etiquette,Yes,0.4914259342993884
Country 1,Etiquette,Yes,0.49758620169103984
Country 31,Etiquette,No,0.891309565836557
Country 46,Customs,Yes,0.5860749759381241
Country 24,Customs,No,0.5452766084255827
Country 16,Values,No,0.03326960043557459
Country 3,Etiquette,No,0.8986757228600285
Country 30,Etiquette,No,0.5772172454702954
Country 29,Values,No,0.3439779381080662
Country 19,Religion,Yes,0.5492490554736494
Country 35,Etiquette,Yes,0.8791041688086073
Country 23,Etiquette,Yes,0.3227600567005209
Country 4,Language,Yes,0.4422535320192029
Country 14,Customs,Yes,0.561684978102638
Country 29,Language,No,0.41366101566015334
Country 18,Customs,Yes,0.18223373652052954
Country 40,Customs,No,0.22446209584598753
Country 17,Language,No,0.5549110793449148
Country 27,Language,Yes,0.16452201219662754
Country 14,Values,No,0.8458394721648856
Country 46,Values,No,0.7272077775836832
Country 19,Values,Yes,0.0778863656887836
Country 18,Religion,No,0.8693635751702816
Country 9,Language,No,0.31857721778326886
Country 32,Etiquette,No,0.05955012498241741
Country 7,Values,No,0.6294965903888811
Country 38,Values,No,0.8819123076091429
Country 7,Religion,No,0.22130842815737373
Country 33,Etiquette,Yes,0.6167201701498769
Country 49,Values,No,0.2871355406168219
Country 28,Language,No,0.3997772699481533
Country 33,Etiquette,No,0.3722141728871299
Country 23,Etiquette,Yes,0.22174416322713952
Country 31,Values,Yes,0.1658948311096522
Country 3,Etiquette,No,0.16556000319406672
Country 39,Religion,No,0.009577702417425171
Country 21,Customs,No,0.31595808767971023
Country 45,Religion,No,0.29768924556640675
Country 9,Customs,Yes,0.6523663588334909
Country 14,Customs,Yes,0.547966780268025
Country 11,Values,No,0.06026110839357923
Country 4,Religion,No,0.1447754584417037
Country 7,Etiquette,Yes,0.787034148130807
Country 24,Language,Yes,0.6582686331875911
Country 12,Etiquette,Yes,0.13446822402361502
Country 24,Language,No,0.291832764898455
Country 12,Values,Yes,0.8375458697640299
Country 28,Religion,No,0.7035626140149703
Country 18,Language,No,0.5246753799104474
Country 2,Values,Yes,0.2404030596027923
Country 33,Customs,No,0.8518903624340572
Country 35,Customs,Yes,0.8962057464311162
Country 38,Language,Yes,0.391617514790517
Country 41,Religion,Yes,0.49411806106561895
Country 20,Language,Yes,0.7321171326891114
Country 27,Religion,No,0.5834951659905261
