Scenario,Country,Investment_Required_USD,Projected_ROI_Percent,Risk_Level
Scenario 13338,Country 41,146494.8319373472,9.69242030998232,Medium
Scenario 13339,Country 16,3084318.52688162,22.2751048751447,High
Scenario 13340,Country 42,532329.8367639687,12.51658351003094,Medium
Scenario 13341,Country 6,1254987.1965015817,7.23303167036502,Medium
Scenario 13342,Country 19,1960402.3409739498,13.779770686671476,High
Scenario 13343,Country 43,3551835.3605254036,5.596408728360139,High
Scenario 13344,Country 39,3093911.822430069,9.159704199053698,Low
Scenario 13345,Country 10,2643779.012178797,6.696282780713441,Low
Scenario 13346,Country 15,403493.33323164156,5.257524921042198,High
Scenario 13347,Country 6,3061045.1317587197,10.01138571280366,High
Scenario 13348,Country 14,3283026.1974471984,23.446358095210734,Low
Scenario 13349,Country 42,2540922.4762839503,8.548444204500157,High
Scenario 13350,Country 5,1627885.009733069,17.683985638307274,High
Scenario 13351,Country 16,3383908.144363833,9.961689630246276,Low
Scenario 13352,Country 26,4206560.817211732,24.727257283468067,Medium
Scenario 13353,Country 46,3518093.9690683708,20.459337979448506,Low
Scenario 13354,Country 7,2108296.548023726,13.221955522262567,Low
Scenario 13355,Country 45,1775945.386100238,13.725899124308397,Medium
Scenario 13356,Country 7,2471608.8584083878,7.351441279478417,Medium
Scenario 13357,Country 2,3424367.92085524,15.21558763586857,Low
Scenario 13358,Country 43,3526048.860909294,12.943544429650691,High
Scenario 13359,Country 48,4195518.261446168,16.88116422386906,Low
Scenario 13360,Country 22,1650039.5878561886,10.315248485417195,High
Scenario 13361,Country 46,2842949.746430118,23.500995661494525,High
Scenario 13362,Country 19,891878.805501898,19.029133286558032,High
Scenario 13363,Country 38,2207920.5597177316,9.898728896426096,Low
Scenario 13364,Country 18,4232373.235937632,21.462638500433894,Low
Scenario 13365,Country 16,736141.4312391048,19.94380830801,High
Scenario 13366,Country 26,853366.9702418658,14.954571593787628,High
Scenario 13367,Country 1,1721716.2570486942,6.429484824671066,Medium
Scenario 13368,Country 1,3493932.8918347526,6.346825909935707,High
Scenario 13369,Country 12,3234394.5057495194,20.194644083897607,High
Scenario 13370,Country 7,1351197.7133585215,8.519893645773953,Medium
Scenario 13371,Country 49,3983431.1977783763,9.122593324846397,Medium
Scenario 13372,Country 48,1154596.7163048924,21.64716860061973,High
Scenario 13373,Country 25,2469991.3067731354,5.300325305970228,Medium
Scenario 13374,Country 36,3606430.7677444103,16.80809790857152,Low
Scenario 13375,Country 20,591358.1429907861,24.91545563168186,High
Scenario 13376,Country 26,2059473.1022367328,14.409752488626303,Low
Scenario 13377,Country 16,1663715.5371684197,21.218536380311672,High
Scenario 13378,Country 6,1691990.1948423276,10.366262522258527,High
Scenario 13379,Country 4,1990122.3437825732,21.25835811280801,Medium
Scenario 13380,Country 10,1313698.3168509984,13.906992988267568,High
Scenario 13381,Country 5,629066.2916225102,23.542615574254096,Medium
Scenario 13382,Country 22,1530598.5750344677,12.773568808787035,High
Scenario 13383,Country 30,1804743.5117895359,13.286927729793685,Low
Scenario 13384,Country 38,4337091.894371258,6.777717965582637,Medium
Scenario 13385,Country 28,350964.296998054,20.480631470692558,Medium
Scenario 13386,Country 10,2929455.772204262,7.459105040323227,High
Scenario 13387,Country 4,433054.1429284434,19.210354011607294,Low
Scenario 13388,Country 10,2341398.1316319024,11.754837874956692,High
Scenario 13389,Country 45,1751298.1384227504,24.264767156483316,Low
Scenario 13390,Country 40,4437633.919051706,6.0765161248991095,Low
Scenario 13391,Country 10,1204243.1549218397,20.758989192100998,Medium
Scenario 13392,Country 32,3876586.5619421354,7.801337075604755,Low
Scenario 13393,Country 24,1556260.1268934018,16.40698365556631,Low
Scenario 13394,Country 13,2851963.651125364,24.92199116117629,High
Scenario 13395,Country 32,752870.4093616977,15.078782351629954,Low
Scenario 13396,Country 50,3070099.9630465093,21.964382556979835,Low
Scenario 13397,Country 17,3373315.6511860224,21.06613035431906,Low
Scenario 13398,Country 10,2980787.533480115,10.472462411505635,Medium
Scenario 13399,Country 39,2149347.696482486,5.60320846907995,Medium
Scenario 13400,Country 17,2682196.210985593,5.262861927801195,Low
Scenario 13401,Country 18,4332855.130149063,5.944638266040698,Medium
Scenario 13402,Country 49,1320413.563636753,10.842820295734374,Low
Scenario 13403,Country 12,3419042.457339529,8.430559768234495,High
Scenario 13404,Country 44,2534600.1146443794,13.319618075688567,High
Scenario 13405,Country 14,1813650.3667968384,22.07484027584861,High
Scenario 13406,Country 25,1431698.005531612,10.901778005715615,Medium
Scenario 13407,Country 3,451484.1698473384,10.893946970857673,High
Scenario 13408,Country 12,2792032.124725043,5.186228401620276,High
Scenario 13409,Country 18,4150773.2554173674,17.244286975432765,High
Scenario 13410,Country 6,2885394.3824227704,13.981790395631911,Low
Scenario 13411,Country 6,4507138.558348868,5.7583870726464355,Medium
Scenario 13412,Country 28,1754121.2678508398,13.148170992137047,Low
Scenario 13413,Country 20,2852976.5968138864,6.552761811140561,Medium
Scenario 13414,Country 13,1524132.6286785805,8.06669488823638,Medium
Scenario 13415,Country 43,282997.8604796771,12.454925839644735,Low
Scenario 13416,Country 16,2795059.04564666,19.265473708797387,High
Scenario 13417,Country 46,2433600.9371283143,13.397563845335103,Medium
Scenario 13418,Country 28,3286857.5072851432,23.17947690391849,High
Scenario 13419,Country 20,4611507.153600624,20.72579305163931,Medium
Scenario 13420,Country 18,2451913.453557676,18.048659952761106,High
Scenario 13421,Country 42,4958313.179295213,14.165000904060099,Low
Scenario 13422,Country 33,446889.0230752855,17.742145887421003,Medium
Scenario 13423,Country 24,3428992.146239033,16.619495828619733,Medium
Scenario 13424,Country 19,3282395.594322921,22.69735483004935,High
Scenario 13425,Country 41,4052921.638820842,12.540859905717207,Medium
Scenario 13426,Country 38,842081.8853253867,8.997638884732268,High
Scenario 13427,Country 14,3968637.085225418,5.437574665626411,Low
Scenario 13428,Country 44,2858410.3583837533,5.721891823982734,Medium
Scenario 13429,Country 49,3996896.588508325,23.964877603039866,Medium
Scenario 13430,Country 22,2709810.5201908876,21.984314828024342,Low
Scenario 13431,Country 24,1588698.7220848112,8.31982856006891,High
Scenario 13432,Country 41,4703134.365994652,5.4662533453041195,Low
Scenario 13433,Country 1,2949981.304980413,7.621128791599865,Medium
Scenario 13434,Country 19,1950640.4574908677,7.128556528171721,Medium
Scenario 13435,Country 40,3355874.7347748205,24.765633437726304,Low
Scenario 13436,Country 21,2675452.053874492,16.332088220592333,Medium
Scenario 13437,Country 21,2257065.8389355997,21.151018519314807,Medium
Scenario 13438,Country 37,4885601.746362805,18.35707226506644,High
Scenario 13439,Country 41,1098878.7880220336,9.040316542701888,Low
Scenario 13440,Country 47,3662139.116763582,23.660672741142797,Medium
Scenario 13441,Country 44,2519526.3575158403,8.231170019565852,Low
Scenario 13442,Country 48,3481182.326495482,24.37929531016098,Medium
Scenario 13443,Country 36,2707113.7288770014,7.670198116274031,High
Scenario 13444,Country 22,2461778.0651544617,10.64997009687506,Medium
Scenario 13445,Country 36,3021648.5933780265,21.79645187198719,High
Scenario 13446,Country 25,4338493.822460958,17.010585546134276,High
Scenario 13447,Country 9,905725.098531942,14.589474036201729,High
Scenario 13448,Country 35,364049.38131318626,18.83678800135221,Medium
Scenario 13449,Country 41,2302396.2410885384,8.942557598246474,Low
Scenario 13450,Country 15,2711334.258917181,12.61212998373477,High
Scenario 13451,Country 31,715981.7960184326,11.394807754409314,Low
Scenario 13452,Country 3,1405264.207412952,23.646837141895414,High
Scenario 13453,Country 47,1179176.2934777064,21.844475475965144,High
Scenario 13454,Country 6,4325238.05974293,19.648362525995168,High
Scenario 13455,Country 48,4910173.580486823,8.913534942542489,Low
Scenario 13456,Country 42,683142.0659393043,8.953714216429347,Low
Scenario 13457,Country 47,2763274.353147934,7.513600971604816,Low
Scenario 13458,Country 2,3039121.417483342,22.99957528400672,Medium
Scenario 13459,Country 1,2458343.108122496,22.487713564031203,Medium
Scenario 13460,Country 45,2923207.973653127,5.016465600136197,Medium
Scenario 13461,Country 8,4340056.706410736,20.25355312184893,High
Scenario 13462,Country 47,1071422.5770177965,13.968052189772466,Low
Scenario 13463,Country 30,2848860.079770561,14.271807115463659,High
Scenario 13464,Country 28,358676.0505676932,8.024239240377018,Medium
Scenario 13465,Country 23,3832545.272206273,10.176930409638276,High
Scenario 13466,Country 21,974488.6534569538,14.856743591893597,High
Scenario 13467,Country 48,4525440.424701339,14.57957833625062,Low
Scenario 13468,Country 27,953275.334866392,15.1407670560552,Medium
Scenario 13469,Country 49,2956939.0425783996,17.80166518384376,Medium
Scenario 13470,Country 13,2513606.6977470387,6.572423201148996,High
Scenario 13471,Country 11,4838458.262434826,10.938359037567889,Low
Scenario 13472,Country 5,1176783.6581947596,7.373899190711056,Low
Scenario 13473,Country 41,2428230.004169447,16.13474987208683,Medium
Scenario 13474,Country 45,2356247.3943966785,16.361197833006116,Medium
Scenario 13475,Country 20,2291863.6335716546,19.24342933925267,Medium
Scenario 13476,Country 7,3605091.9687512526,17.58793624176864,Low
Scenario 13477,Country 48,686750.9333399767,9.487669957058312,Medium
Scenario 13478,Country 25,2626736.7591904704,21.635094299895943,Medium
Scenario 13479,Country 44,3495570.4242586354,18.48303329199873,Low
Scenario 13480,Country 25,1150692.1961383128,5.12796856018086,Low
Scenario 13481,Country 28,913122.5414225833,14.746410685282651,Medium
Scenario 13482,Country 38,3041595.997907239,13.74051126416948,Medium
Scenario 13483,Country 34,2940064.298076307,5.800629033628775,Low
Scenario 13484,Country 18,1662862.3981543523,13.037580182029318,Medium
Scenario 13485,Country 16,4332390.529738581,6.299686196227306,Low
Scenario 13486,Country 38,318674.56099279627,20.421163079929574,Medium
Scenario 13487,Country 14,2370216.6382237854,21.741444837939994,Medium
Scenario 13488,Country 26,908909.9043421707,21.103706802346277,Low
Scenario 13489,Country 39,2793784.603805387,17.281288471989335,High
Scenario 13490,Country 49,3008259.137626045,7.019100190240362,Medium
Scenario 13491,Country 35,611543.6700319316,17.016012033709604,High
Scenario 13492,Country 35,574270.0443736289,15.644368330670492,Low
Scenario 13493,Country 20,3637194.4770500194,23.198689890972226,Medium
Scenario 13494,Country 20,531919.5260894538,12.719591165154739,Medium
Scenario 13495,Country 10,3120450.452400003,15.785426903535473,High
Scenario 13496,Country 11,588142.1559943245,9.20393018696086,Medium
Scenario 13497,Country 29,2692559.2190363836,23.275164790263563,High
Scenario 13498,Country 18,2828440.3535934584,19.992330606197367,High
Scenario 13499,Country 12,1793260.677103243,17.84574870955494,Medium
Scenario 13500,Country 13,2625399.2064463515,22.057539447365762,Medium
Scenario 13501,Country 8,3092703.23608022,15.956700464390238,Medium
Scenario 13502,Country 5,3466319.9176089847,21.550138840261056,Medium
Scenario 13503,Country 49,397012.03700381605,9.93070505478184,Medium
Scenario 13504,Country 11,3146484.8929273607,13.457812827288402,Low
Scenario 13505,Country 40,3465115.578259822,16.270085068225,Medium
Scenario 13506,Country 32,448659.92873438686,5.75785275072541,Medium
Scenario 13507,Country 28,1457086.2508841632,15.80503995228137,Medium
Scenario 13508,Country 49,2528502.3796619396,19.943652185326037,Low
Scenario 13509,Country 34,3831857.5556608844,16.287887080037624,Low
Scenario 13510,Country 3,2709818.7231682707,6.488195828499135,Low
Scenario 13511,Country 33,3964138.713346962,10.385277405100751,Low
Scenario 13512,Country 8,1261345.6972370895,21.906516481956327,Low
Scenario 13513,Country 7,3193020.3713063584,22.182096395312477,Medium
Scenario 13514,Country 46,3184680.372722666,16.060312567327863,Low
Scenario 13515,Country 16,1568659.2761825975,15.476968203705024,High
Scenario 13516,Country 9,2063149.9182376931,9.539290785012948,High
Scenario 13517,Country 10,1300518.7105048066,24.295307608513856,High
Scenario 13518,Country 50,541798.5424246954,8.977218387352101,Medium
Scenario 13519,Country 40,969744.5037280909,17.033763935547405,High
Scenario 13520,Country 14,2365659.2758429516,6.620416844095162,Low
Scenario 13521,Country 40,3128719.390881314,11.775471717407784,High
Scenario 13522,Country 45,4250248.8588639,14.082250141033047,Medium
Scenario 13523,Country 49,3835495.832357569,19.863619562833463,High
Scenario 13524,Country 21,1786275.5353449914,8.346601440019567,Low
Scenario 13525,Country 28,1918646.6744019997,18.62905252721106,High
Scenario 13526,Country 49,1306772.2438788316,20.80271909826644,High
Scenario 13527,Country 22,3692936.2707246677,15.875106922179715,Medium
Scenario 13528,Country 48,754793.9017602701,11.75596702382457,Low
Scenario 13529,Country 39,2322460.836631323,12.362410521616479,Medium
Scenario 13530,Country 11,3459868.6792419036,15.245806502194677,High
Scenario 13531,Country 41,2299110.514820978,10.156672951539614,High
Scenario 13532,Country 46,4434657.0307199815,11.795958092622056,Low
Scenario 13533,Country 43,4208394.047012638,22.945241054907626,Low
Scenario 13534,Country 42,2671494.506344799,12.345538195224101,Medium
Scenario 13535,Country 17,3317968.1323383506,6.21238082862024,High
Scenario 13536,Country 40,192829.98474945576,11.325017084573687,Low
Scenario 13537,Country 23,2585294.2527331896,14.48399242615041,Low
Scenario 13538,Country 36,3492030.2551507326,6.903167680265057,Low
Scenario 13539,Country 35,4808543.829232709,22.712375293472487,High
Scenario 13540,Country 27,3417642.319381601,13.438341693254651,Medium
Scenario 13541,Country 33,4811588.566112781,9.057352669582361,Low
Scenario 13542,Country 4,3671977.4834949127,7.851989522036222,Low
Scenario 13543,Country 10,1949995.0461836243,23.47082932384559,High
Scenario 13544,Country 32,1714803.4222148252,11.419647187079597,High
Scenario 13545,Country 42,2242147.74637845,22.531253780765347,Low
Scenario 13546,Country 50,1907864.8406883243,10.724989144981112,Low
Scenario 13547,Country 37,3456592.853129259,16.773651654460238,High
Scenario 13548,Country 37,2191313.787235329,8.292912417920943,Medium
Scenario 13549,Country 13,1976670.5096457656,8.700430405469932,Low
Scenario 13550,Country 3,3731063.275432654,21.718779667566295,High
Scenario 13551,Country 12,1536854.9640557389,17.979676561918332,High
Scenario 13552,Country 40,2466880.6541904737,21.2721306088544,Medium
Scenario 13553,Country 43,2036266.0754969083,9.939553115314997,Low
Scenario 13554,Country 49,3584680.5994534087,20.604908731280656,Medium
Scenario 13555,Country 27,4506928.949673895,8.675677186426878,High
Scenario 13556,Country 35,3218072.408225525,19.89093081974417,High
Scenario 13557,Country 13,1081459.442358658,16.751680161668794,Medium
Scenario 13558,Country 46,257951.2315336286,23.183233899744828,Low
Scenario 13559,Country 33,4438906.645576044,12.95095518879088,Medium
Scenario 13560,Country 23,3629184.2260405854,9.783102367945403,High
Scenario 13561,Country 16,2914709.318708481,17.575570023665794,High
Scenario 13562,Country 45,4367899.677107262,23.173775691678024,Low
Scenario 13563,Country 30,1203233.327208073,24.538394489216845,High
Scenario 13564,Country 19,3589538.0176643496,23.90828658574197,Medium
Scenario 13565,Country 13,3223133.4648819636,23.6483725149134,High
Scenario 13566,Country 10,2118521.8629253097,11.173422313382833,High
Scenario 13567,Country 33,996013.8095580081,9.002206785802239,High
Scenario 13568,Country 33,1744809.2390444162,5.043924006773994,High
Scenario 13569,Country 22,307440.1974834482,20.802245904619827,Medium
Scenario 13570,Country 39,4897343.957241294,17.143210549234517,Low
Scenario 13571,Country 47,3909690.092405947,13.80063868533918,Low
Scenario 13572,Country 21,1610132.5016206224,7.2218763902513405,Medium
Scenario 13573,Country 9,438502.8855242929,19.881865149049176,High
Scenario 13574,Country 15,291969.2210015855,19.351261138026633,Low
Scenario 13575,Country 14,666077.0308337596,13.089568311947383,High
Scenario 13576,Country 43,1890034.8407366453,9.379273760339576,Low
Scenario 13577,Country 27,2172500.224192984,23.96107543368204,High
Scenario 13578,Country 34,3840391.7941752635,21.975520215201474,Medium
Scenario 13579,Country 31,3832022.7938697594,22.5011359055832,High
Scenario 13580,Country 7,1037431.2262422595,7.053198369442379,High
Scenario 13581,Country 29,4202656.390598074,23.890369839673266,High
Scenario 13582,Country 34,4383613.596070065,12.41731288358795,High
Scenario 13583,Country 21,3544601.685394303,12.477828224418035,High
Scenario 13584,Country 37,2930093.929444835,7.202485415447097,High
Scenario 13585,Country 15,1540203.62385131,10.231092305617011,High
Scenario 13586,Country 38,3042013.995529613,12.06783404755055,High
Scenario 13587,Country 42,1897418.4326168553,11.2907315538835,Medium
Scenario 13588,Country 27,2432966.5230049076,15.10636786857516,Medium
Scenario 13589,Country 26,1341609.8790815335,24.596381138213037,Low
Scenario 13590,Country 18,2128276.981634955,11.403595265757307,Low
Scenario 13591,Country 37,4282510.867364217,19.125482545549104,High
Scenario 13592,Country 35,1469610.9315161456,21.392772589083393,Low
Scenario 13593,Country 5,2131411.6142210513,22.50357574547778,Medium
Scenario 13594,Country 36,4253218.066439047,9.987482049754625,High
Scenario 13595,Country 35,4303261.690998208,14.753251234339986,Medium
Scenario 13596,Country 4,516026.23006685456,12.246987692881259,High
Scenario 13597,Country 46,3996453.5591344377,15.457369031982573,High
Scenario 13598,Country 26,969006.1061684717,20.68069752308842,Low
Scenario 13599,Country 22,4153522.612777217,9.52309403111689,Medium
Scenario 13600,Country 30,2657714.6238681134,14.178345281127047,Medium
Scenario 13601,Country 9,1364186.5451737195,7.407475373744399,Low
Scenario 13602,Country 47,4116652.8017493607,19.401848141068953,Medium
Scenario 13603,Country 17,4353300.054294914,8.707789841758434,Medium
Scenario 13604,Country 7,715534.3812411922,7.498980772900392,Medium
Scenario 13605,Country 16,490804.01951764745,9.62720203433859,High
Scenario 13606,Country 17,3945129.7266708775,14.526481944457537,High
Scenario 13607,Country 31,2548976.810335747,5.449710835594399,High
Scenario 13608,Country 32,3824709.189191679,5.554770167541562,Low
Scenario 13609,Country 23,4161183.9995933077,13.065726578790446,High
Scenario 13610,Country 24,2180556.8845456345,7.166670756068514,Low
Scenario 13611,Country 42,2496951.4616653956,16.364808342707562,Low
Scenario 13612,Country 47,4886140.493567223,17.45651158814035,Low
Scenario 13613,Country 41,224771.57415844413,19.23387871077842,Low
Scenario 13614,Country 13,3822745.196377202,6.203643912708761,High
Scenario 13615,Country 2,4605911.667297567,13.261649124629384,Low
Scenario 13616,Country 35,627251.9629415185,21.236872989027304,Low
Scenario 13617,Country 50,3570969.709397396,13.035662346661558,High
Scenario 13618,Country 26,4516453.710949132,8.610866428105865,High
Scenario 13619,Country 13,3456201.8745513917,7.731148836550405,High
Scenario 13620,Country 35,627985.3301994306,9.528289067166318,Medium
Scenario 13621,Country 19,2161872.9312422825,19.56528671393362,Low
Scenario 13622,Country 2,2847947.895464856,15.645766153192824,Medium
Scenario 13623,Country 40,3433636.0981095433,20.112374472584037,Low
Scenario 13624,Country 28,3920561.2838053266,7.988299050529502,Low
Scenario 13625,Country 9,933171.53204509,5.773812861348635,Medium
Scenario 13626,Country 5,2322857.063118995,15.221178394222331,Medium
Scenario 13627,Country 21,3892619.559532085,22.605923757544915,Medium
Scenario 13628,Country 11,3076782.653241543,16.30487991295614,Low
Scenario 13629,Country 43,2028073.7772386665,12.736520574669218,Low
Scenario 13630,Country 21,1782824.1932602865,20.777020271120705,Low
Scenario 13631,Country 2,2983648.8791720397,7.539346403711045,Medium
Scenario 13632,Country 48,1388727.6724512544,13.649357345144093,High
Scenario 13633,Country 44,3834473.442719285,19.268415016919423,Medium
Scenario 13634,Country 26,1862617.37724186,12.473822391157988,Medium
Scenario 13635,Country 46,4458501.850773031,19.86609904075607,Low
Scenario 13636,Country 31,3334261.7551391907,7.286219634927431,Medium
Scenario 13637,Country 36,182185.6136843203,5.61758225554472,Medium
Scenario 13638,Country 20,899744.5804349128,21.8133180681767,High
Scenario 13639,Country 13,3576987.6069637705,15.228493015911688,Low
Scenario 13640,Country 11,2652134.281824241,7.261906730413714,Low
Scenario 13641,Country 10,1168414.2588686575,15.165098433198132,Medium
Scenario 13642,Country 2,277036.17016302625,18.404468188783696,Low
Scenario 13643,Country 25,1994556.087978057,15.070183840195181,Medium
Scenario 13644,Country 38,4992439.251115911,14.192875504151914,High
Scenario 13645,Country 27,1314382.8491455643,17.051357400234604,Medium
Scenario 13646,Country 36,741796.6818350488,15.460315338532023,Medium
Scenario 13647,Country 30,1315549.641378297,10.584293829494111,High
Scenario 13648,Country 21,3869341.907209207,20.5217449757559,High
Scenario 13649,Country 30,4828199.358283993,19.65146493615269,High
Scenario 13650,Country 35,4482531.799563266,20.701653990788376,Medium
Scenario 13651,Country 27,4377316.975021994,11.36274257080964,Low
Scenario 13652,Country 47,2690420.184583941,21.056714627102853,Low
Scenario 13653,Country 49,4334217.740549439,7.613495262798262,Medium
Scenario 13654,Country 13,1552655.9352538395,15.668891907669106,Low
Scenario 13655,Country 26,4674913.9715826595,5.976994082332904,Low
Scenario 13656,Country 37,2820593.233828994,5.847475684526808,Medium
Scenario 13657,Country 26,3087975.3735806798,17.456390862350286,Low
Scenario 13658,Country 14,4984375.087649097,15.788462878529941,High
Scenario 13659,Country 3,4550529.608802509,16.444808581996618,Low
Scenario 13660,Country 8,3807486.342131698,17.273043929075513,Medium
Scenario 13661,Country 7,4807065.5074918885,9.548675402512437,Medium
Scenario 13662,Country 46,1654688.312302124,11.638541325139869,Low
Scenario 13663,Country 38,3441051.7364957607,22.43217275224978,High
Scenario 13664,Country 30,4137469.330829356,13.666702161401913,Medium
Scenario 13665,Country 34,1718447.1606418244,22.236608995966442,Low
Scenario 13666,Country 47,4704517.571509055,9.235965922839375,High
Scenario 13667,Country 9,1171059.8399338725,17.211388864792397,Medium
Scenario 13668,Country 17,457303.5777194763,23.290554954295192,High
Scenario 13669,Country 7,909791.890723317,5.310280993210872,High
Scenario 13670,Country 50,1811760.7736455288,15.910738002425562,Low
Scenario 13671,Country 37,4592287.775501099,12.988224350323428,Low
Scenario 13672,Country 8,478163.4306657976,7.839953219454214,Low
Scenario 13673,Country 31,3402127.7049442907,11.951377687270245,Low
Scenario 13674,Country 17,2070444.5440709374,16.909775204102612,Medium
Scenario 13675,Country 37,223044.61193436914,11.244686215547233,Medium
Scenario 13676,Country 12,3853836.1756223817,21.018496445372065,Low
Scenario 13677,Country 1,257962.22154656914,6.2277790426715995,Medium
Scenario 13678,Country 22,900347.6077077688,8.265039950933728,High
Scenario 13679,Country 44,4727990.042684407,11.370988981236751,Low
Scenario 13680,Country 2,3614732.0249663265,8.622668929947157,High
Scenario 13681,Country 7,3730335.724902556,7.856592276126982,High
Scenario 13682,Country 42,1155810.1764071442,11.184989180991423,Low
Scenario 13683,Country 4,2776568.8014214756,20.139227607709067,High
Scenario 13684,Country 17,3205659.8939006617,20.081665053533925,Low
Scenario 13685,Country 9,635041.1692122831,23.696781959289112,High
Scenario 13686,Country 32,1109461.3789725702,9.837311295476665,Medium
Scenario 13687,Country 35,3799240.798538263,23.34255435595368,High
Scenario 13688,Country 36,166648.48956830183,8.836335334090151,Low
Scenario 13689,Country 29,1568766.750081435,13.366978223230578,Medium
Scenario 13690,Country 12,1500879.6650087945,22.312967982824116,Low
Scenario 13691,Country 48,814835.9664060435,12.986215950052655,Low
Scenario 13692,Country 23,1338517.2631008269,15.558071187680774,High
Scenario 13693,Country 46,1670741.6674154052,19.00367026302123,Low
Scenario 13694,Country 48,1439776.514721576,11.68030961863298,Low
Scenario 13695,Country 27,4076421.9107347284,7.629553269715688,Low
Scenario 13696,Country 8,3887982.640221323,18.004047575121476,Low
Scenario 13697,Country 31,102895.30080244894,11.533582320543111,High
Scenario 13698,Country 32,642915.4422446659,8.45637807136131,High
Scenario 13699,Country 6,4701607.830930249,17.555925647053336,Medium
Scenario 13700,Country 20,3808150.629431102,7.16878168457884,High
Scenario 13701,Country 48,153673.4408062242,13.516945555462264,High
Scenario 13702,Country 4,4129842.7705400353,10.289246690422758,Medium
Scenario 13703,Country 36,611221.8164277826,16.736632259601883,Low
Scenario 13704,Country 26,3956601.8841675003,8.427186397282364,Low
Scenario 13705,Country 48,4311765.948107239,8.382116136183269,Low
Scenario 13706,Country 15,1320626.3114313495,23.887672688031085,Low
Scenario 13707,Country 6,2490271.103965277,12.431444824249517,Medium
Scenario 13708,Country 42,727702.7273935492,17.844368294266758,High
Scenario 13709,Country 21,1968489.001371161,7.842082602722664,Low
Scenario 13710,Country 42,3417539.633920079,6.760253496279633,High
Scenario 13711,Country 49,4090086.836614355,8.301369847208734,High
Scenario 13712,Country 17,1754067.5900702195,24.86226178851121,High
Scenario 13713,Country 7,999896.0235955261,11.226938235600663,Medium
Scenario 13714,Country 21,1793663.180179511,13.30530715587513,Medium
Scenario 13715,Country 44,2852217.6293914937,10.317512182076467,Medium
Scenario 13716,Country 43,4678695.822497062,17.377412610897167,High
Scenario 13717,Country 41,4119566.657806623,8.712644351712282,Low
Scenario 13718,Country 30,1344803.715218275,7.2000333074317835,Low
Scenario 13719,Country 12,1956606.4998150263,13.147627930615663,Medium
Scenario 13720,Country 13,577994.7342285946,8.067723987082498,Low
Scenario 13721,Country 37,280976.38378324546,18.48448865161433,Low
Scenario 13722,Country 3,1740700.6792541845,11.361973984416768,Low
Scenario 13723,Country 21,4568207.397388681,19.495296518721794,Medium
Scenario 13724,Country 43,318389.1039830457,21.81496183545569,High
Scenario 13725,Country 7,1070006.6900884171,11.42471119502778,Low
Scenario 13726,Country 15,4641344.604895828,6.730981658760298,High
Scenario 13727,Country 7,1659163.4636310448,22.450288199868286,Low
Scenario 13728,Country 28,2811088.3780056136,10.373289101202936,Medium
Scenario 13729,Country 32,3081112.956812923,7.284938930862175,Medium
Scenario 13730,Country 37,2336794.4393917727,14.12066971140324,High
Scenario 13731,Country 17,4884329.965943606,18.728985220031767,Medium
Scenario 13732,Country 1,4205927.145375308,6.501652589832645,High
Scenario 13733,Country 1,1591545.387801661,16.066319821522633,Medium
Scenario 13734,Country 42,472606.4272850362,13.255254067443827,Low
Scenario 13735,Country 14,2427977.910211158,14.864548565586187,Low
Scenario 13736,Country 36,1295355.3274410958,7.175723971439294,Medium
Scenario 13737,Country 25,2957101.4591188715,17.044416528991594,Medium
Scenario 13738,Country 16,3003076.4936901894,7.7905119903153075,High
Scenario 13739,Country 13,4725282.858429108,7.325101131067104,High
Scenario 13740,Country 6,2134360.748071623,9.891586509497534,Medium
Scenario 13741,Country 22,4500417.101258753,7.627166266887679,Medium
Scenario 13742,Country 36,1399998.6910393892,22.01200178510605,Medium
Scenario 13743,Country 37,2391238.667908426,8.85132809215489,Medium
Scenario 13744,Country 35,1693870.6736591095,21.189335156078503,Medium
Scenario 13745,Country 45,2018640.2455257531,15.114827078519681,Medium
Scenario 13746,Country 29,2786903.0888167215,7.6463852534301395,Medium
Scenario 13747,Country 42,3853857.3550746944,21.1336514134911,High
Scenario 13748,Country 44,3632124.985310074,7.0249964438001395,Low
Scenario 13749,Country 42,224841.97094857146,9.825131084809096,Low
Scenario 13750,Country 24,3478213.750521781,20.134542366903528,Low
Scenario 13751,Country 43,1057533.0120829705,21.928078834210012,Medium
Scenario 13752,Country 45,1856357.6322952914,17.418433252673665,High
Scenario 13753,Country 25,4843422.811626496,20.78043867449817,Low
Scenario 13754,Country 49,152644.41413328674,23.932536006295283,High
Scenario 13755,Country 47,2493969.243662606,22.43514328923533,Medium
Scenario 13756,Country 18,2550321.9752012603,6.808386943792806,Low
Scenario 13757,Country 16,2376839.3411055934,17.674999608408566,Low
Scenario 13758,Country 19,812095.2389653621,21.721057799523166,Medium
Scenario 13759,Country 18,624121.5469773104,17.158111088744583,High
Scenario 13760,Country 47,303920.91946698213,18.86082721773922,High
Scenario 13761,Country 19,825553.7499013557,21.984015272372012,High
Scenario 13762,Country 40,3570841.9174160464,10.373789630795864,High
Scenario 13763,Country 34,415030.6905627365,10.829642967594904,High
Scenario 13764,Country 19,489601.66257519316,5.754255662031735,Low
Scenario 13765,Country 21,2451539.6353717498,10.293171272737201,Medium
Scenario 13766,Country 20,2371096.93670156,10.496223547182668,Medium
Scenario 13767,Country 18,936794.5926374326,18.831817100125733,High
