Supplier,Region,Component_ID,Lead_Time_Days,Cost_USD,Reliability_Score
Supplier 30,Australia,Component_011,58,27212.85472548591,0.8834572223986908
Supplier 21,Africa,Component_018,53,38140.64828211378,0.8865862101251449
Supplier 36,Australia,Component_013,58,20767.60319872651,0.9976753958336685
Supplier 38,South America,Component_015,52,46651.49171204559,0.973445729477302
Supplier 26,Africa,Component_020,25,29048.179704676397,0.7655824323164284
Supplier 3,Asia,Component_015,18,39230.19953284648,0.7586429640426133
Supplier 30,Europe,Component_019,20,31076.80866617656,0.9917742850302977
Supplier 25,Europe,Component_015,26,8368.33074082214,0.7382984556678858
Supplier 25,Europe,Component_009,25,12776.995128877841,0.951100274718351
Supplier 11,Asia,Component_020,53,9615.329839216576,0.7494380904537503
Supplier 41,Africa,Component_018,15,10508.346171211862,0.9033364306840379
Supplier 18,North America,Component_011,10,37622.23791958834,0.7333012025623078
Supplier 11,Europe,Component_018,12,6016.68700162239,0.9610756782288994
Supplier 44,Africa,Component_013,8,38746.835090156084,0.9296869786478745
Supplier 7,Africa,Component_002,8,36018.339419035925,0.9668143529115403
Supplier 27,Australia,Component_001,26,37779.13615705819,0.8133158298848697
Supplier 31,Africa,Component_018,50,13823.43335463844,0.948489372756524
Supplier 8,South America,Component_008,9,42551.28819154073,0.7328343713365433
Supplier 4,Europe,Component_005,39,17699.861673158415,0.9263427626423635
Supplier 14,Africa,Component_013,42,40448.26026077019,0.9914825115139424
Supplier 36,South America,Component_011,47,20773.11017117541,0.8184499769893625
Supplier 3,Asia,Component_008,21,1323.8353471200528,0.9546028157307866
Supplier 46,Africa,Component_011,40,45741.67955705804,0.8342410044773041
Supplier 9,Australia,Component_013,10,3629.299104013783,0.8685343236176373
Supplier 11,North America,Component_014,28,14785.631298118016,0.9255119090716966
Supplier 28,North America,Component_005,17,11471.215700189174,0.741527203908159
Supplier 49,Asia,Component_007,10,22683.05829475164,0.8626845739718737
Supplier 27,North America,Component_015,45,39082.58031093836,0.8605095730357804
Supplier 33,Australia,Component_015,46,2803.5720029570257,0.7182094583409374
Supplier 8,Asia,Component_014,14,38898.48141471846,0.9069593379844543
Supplier 15,Africa,Component_015,24,23464.403698277456,0.9949412639441743
Supplier 34,South America,Component_016,27,13041.520838941502,0.9350558634105217
Supplier 15,Africa,Component_012,11,15708.26791355817,0.7554562232833362
Supplier 42,Australia,Component_003,31,31902.41595484515,0.9009351295605654
Supplier 12,South America,Component_001,16,3317.46354051695,0.740579560065557
Supplier 11,Europe,Component_013,56,9616.888701530132,0.9790148481558345
Supplier 44,South America,Component_015,29,37516.67268912929,0.9091603734827273
Supplier 46,Europe,Component_013,39,41516.86001771236,0.7394498863117976
Supplier 9,South America,Component_014,56,20066.00606436039,0.7405945126704824
Supplier 16,Africa,Component_018,57,31554.8374307052,0.7881982581638578
Supplier 8,Europe,Component_016,57,20221.569161845197,0.9521410871611029
Supplier 13,Asia,Component_014,51,17204.73679097322,0.8722806062556265
Supplier 45,Africa,Component_009,16,8672.525641847606,0.9716136157306621
Supplier 48,Australia,Component_014,49,32601.918044217076,0.7728236685339558
Supplier 30,Australia,Component_009,57,27012.96495390138,0.7181049953974944
Supplier 34,Australia,Component_008,17,22063.680445136513,0.9106725834471724
Supplier 31,North America,Component_018,27,33546.06177907097,0.7091457438638774
Supplier 5,Africa,Component_012,48,45275.00031667162,0.7923969890847805
Supplier 50,South America,Component_013,25,4577.995117154986,0.8143982324249102
Supplier 25,Asia,Component_001,45,12182.753590527649,0.9088656591242903
Supplier 24,South America,Component_008,17,8928.116959966585,0.7918421505393842
Supplier 46,Europe,Component_010,35,44108.015634795156,0.741849237732566
Supplier 14,Asia,Component_006,17,32308.21018701555,0.9021734397582448
Supplier 11,Australia,Component_006,10,43650.23688281903,0.7206924277155994
Supplier 22,North America,Component_005,52,22318.88023721366,0.9398948071587394
Supplier 48,Africa,Component_014,42,43191.48828897292,0.8016666482495434
Supplier 43,North America,Component_014,21,17592.107901644926,0.8270294716236073
Supplier 2,Asia,Component_012,34,32166.59838412465,0.9652879797303358
Supplier 37,South America,Component_018,26,43381.40869632508,0.7042034927927966
Supplier 34,Europe,Component_012,48,5637.518547232335,0.8774029833634202
Supplier 2,Asia,Component_017,28,12195.565677501545,0.8646664390293322
Supplier 8,Asia,Component_010,28,46841.887699504594,0.9879384496931625
Supplier 2,Europe,Component_003,55,35795.104753679225,0.7872669509305382
Supplier 1,North America,Component_007,10,28170.292334993028,0.9492719240786287
Supplier 7,Asia,Component_002,48,41395.28862857802,0.8625092459791983
Supplier 18,South America,Component_006,47,33196.595827252924,0.8938644165857493
Supplier 26,Australia,Component_008,16,27011.95873022223,0.7544083163783102
Supplier 13,Europe,Component_002,10,43477.79219138033,0.9336789301315186
Supplier 28,Europe,Component_005,45,37510.88445085496,0.7416392374708034
Supplier 31,Africa,Component_008,16,44982.247343701725,0.700441482447081
Supplier 36,South America,Component_004,14,5829.44234749905,0.9245056889342558
Supplier 13,Africa,Component_019,40,5242.703090632643,0.9409792660301143
Supplier 32,Europe,Component_013,26,32433.17870821165,0.7518593523230391
Supplier 37,Africa,Component_020,13,39557.23619056466,0.8399675780308682
Supplier 49,South America,Component_001,13,29258.133399145383,0.8295026268940708
Supplier 10,South America,Component_017,20,7543.93926951489,0.9792117930816097
Supplier 7,Australia,Component_006,52,26524.927971073685,0.9799482226121978
Supplier 42,Australia,Component_008,48,10880.1161431782,0.8513160913129775
Supplier 23,North America,Component_005,26,47166.763340660764,0.7335492330489144
Supplier 13,Africa,Component_016,35,5326.935134585482,0.7208991245831252
Supplier 17,South America,Component_001,30,36600.97522556696,0.7834127915362412
Supplier 14,South America,Component_020,8,18097.245329114336,0.8147819452983276
Supplier 9,North America,Component_015,6,16130.527201956165,0.8529038623956285
Supplier 22,Australia,Component_019,57,17364.911721914883,0.94589604076119
Supplier 44,South America,Component_005,25,48745.02594621892,0.7542155515069067
Supplier 44,South America,Component_011,17,2487.3999844497635,0.9701982620484846
Supplier 6,South America,Component_019,25,1123.5545556272373,0.7125870275310889
Supplier 14,Europe,Component_020,11,16468.62974824252,0.9726552550232281
Supplier 37,Australia,Component_006,36,24858.774951735584,0.9844870705962425
Supplier 43,Australia,Component_003,51,21968.614156247768,0.8038621403779089
Supplier 20,Europe,Component_007,36,26843.8312331477,0.8397607730436589
Supplier 23,Asia,Component_017,58,45297.336239180724,0.9196005361902628
Supplier 50,Africa,Component_016,50,19011.20660109905,0.919512432409064
Supplier 33,South America,Component_009,55,16500.88436924613,0.7468658616820962
Supplier 44,North America,Component_007,10,33796.406316723536,0.9619397687873362
Supplier 18,North America,Component_015,35,42479.11718364567,0.9668982880747052
Supplier 39,Africa,Component_013,48,24738.98169531677,0.768782677862827
Supplier 46,Europe,Component_001,51,21322.203715567583,0.9720777836464134
Supplier 50,South America,Component_017,48,14913.186379269755,0.9922750012574144
Supplier 16,Asia,Component_008,34,47657.43810975111,0.754483600751329
Supplier 15,South America,Component_008,25,17726.925571647058,0.9253426286039276
Supplier 19,Africa,Component_013,48,43645.16443739003,0.921069628523093
Supplier 39,North America,Component_006,44,5199.733331711384,0.9286201147912769
Supplier 8,South America,Component_017,27,7500.558599309044,0.8230432472574657
Supplier 48,South America,Component_003,38,4836.228018941498,0.9321924011781608
Supplier 34,North America,Component_001,58,25301.715365041848,0.7412667046563963
Supplier 2,Australia,Component_008,18,46534.182504830555,0.7765650100153626
Supplier 23,South America,Component_018,39,1477.794668640309,0.8598389260098743
Supplier 34,North America,Component_012,59,10368.06883579245,0.9650272941255587
Supplier 48,Asia,Component_018,37,3320.857327876318,0.910463966750355
Supplier 34,North America,Component_008,15,46901.36524213078,0.962357633874623
Supplier 23,Africa,Component_016,51,45741.8180765141,0.9833516469864583
Supplier 4,Europe,Component_019,6,47624.30180158868,0.8913970278910529
Supplier 7,North America,Component_009,50,15794.069602253772,0.8237900417492516
Supplier 43,North America,Component_006,19,23397.825671655908,0.9749587322255053
Supplier 23,North America,Component_011,11,49449.58270911285,0.9453941397504819
Supplier 26,Australia,Component_016,21,11619.698277830368,0.7867195632758214
Supplier 34,Asia,Component_010,18,21696.90194764165,0.9971022404790324
Supplier 17,Europe,Component_002,14,16258.109864963484,0.7831757653634731
Supplier 39,South America,Component_002,13,14277.09022406785,0.7225364807693184
Supplier 32,South America,Component_002,10,48663.81297507057,0.7572979176196146
Supplier 6,Asia,Component_004,31,29179.617050087818,0.9773706588601994
Supplier 30,Africa,Component_018,11,15367.976714469783,0.8081990589844599
Supplier 44,Asia,Component_015,9,49303.26823793671,0.9421121802495738
Supplier 11,South America,Component_004,5,17517.60507274726,0.985140529448163
Supplier 30,Asia,Component_019,47,6999.010559909175,0.8314814642390564
Supplier 29,Australia,Component_007,42,41875.704278414756,0.9685023192561187
Supplier 28,Asia,Component_005,19,41884.623039145525,0.8216687318797691
Supplier 16,Asia,Component_019,31,21215.34103546404,0.7650894193506147
Supplier 38,North America,Component_007,15,17631.28791161509,0.818199170524334
Supplier 41,Europe,Component_011,31,21842.996477745874,0.8170602351829952
Supplier 11,Europe,Component_004,9,25281.37724178217,0.7822813409599286
Supplier 21,Europe,Component_017,48,9177.163815536234,0.8821307704834115
Supplier 43,Asia,Component_005,23,26400.569947169508,0.8128896910791393
Supplier 28,Asia,Component_005,53,46182.07157460332,0.8663944482329988
Supplier 31,Africa,Component_005,44,2492.8225411645344,0.884740539671973
Supplier 15,Australia,Component_015,16,27405.190458162782,0.9465110480124279
Supplier 29,Europe,Component_010,35,40814.497517320815,0.7627519873086123
Supplier 35,North America,Component_018,42,49257.65689724054,0.7131306517200339
Supplier 22,Europe,Component_020,8,1574.2579870364304,0.9483820947870955
Supplier 12,South America,Component_005,20,34827.98494439655,0.8815679886427781
Supplier 36,Australia,Component_014,46,15357.764168081185,0.8731799813523933
Supplier 49,Australia,Component_016,47,49304.598975115776,0.9589391284725808
Supplier 36,Africa,Component_008,13,34337.57948560287,0.9356728755191127
Supplier 11,North America,Component_019,46,42975.96986542391,0.7490107494437019
Supplier 50,Asia,Component_008,22,44765.42663693824,0.9346916990072887
Supplier 3,Europe,Component_002,50,36760.10195108257,0.710689534078322
Supplier 9,South America,Component_002,22,2590.116640852987,0.8474433257923494
Supplier 16,South America,Component_016,12,5682.822813167892,0.9937902911895364
Supplier 2,Australia,Component_015,59,35521.57824426666,0.8161451297764135
Supplier 44,Europe,Component_015,36,41645.41727485156,0.7675777414714381
Supplier 4,South America,Component_014,57,18800.568815597653,0.7446664350486301
Supplier 20,South America,Component_002,19,20816.19472540047,0.8738677582119122
Supplier 23,Asia,Component_013,21,13923.483102476248,0.9655672056294038
Supplier 19,Africa,Component_012,50,18572.952036633487,0.8097968619172671
Supplier 1,North America,Component_005,37,44837.168500328204,0.7813126641063776
Supplier 27,South America,Component_019,26,44503.56174723753,0.8285313505215797
Supplier 16,Africa,Component_012,11,39295.80840546123,0.7060295538407305
Supplier 25,North America,Component_001,31,33682.49251835373,0.8276392455688559
Supplier 24,Australia,Component_008,59,21165.781800042627,0.9449598991299885
Supplier 21,Asia,Component_001,7,13285.990895986004,0.8396148689637608
Supplier 16,Europe,Component_020,22,22214.852010234972,0.7660662374246145
Supplier 26,North America,Component_004,9,15781.743554675013,0.827546969899991
Supplier 28,Asia,Component_018,47,48084.389764301864,0.7949821453523785
Supplier 32,Asia,Component_003,9,17979.57959744569,0.9554606244657776
Supplier 7,South America,Component_012,54,6994.599659778212,0.7850902891058119
Supplier 13,Africa,Component_013,31,39968.89797596387,0.9847228080758885
Supplier 43,North America,Component_006,33,23524.77855748418,0.7696984621414942
Supplier 22,Africa,Component_010,29,19527.24836905484,0.7788966707209293
Supplier 6,Europe,Component_001,21,10783.19264316242,0.8243530541111748
Supplier 4,Australia,Component_019,39,33138.71225457796,0.7408909764044193
Supplier 43,Australia,Component_005,21,45125.20636908794,0.9368750712663942
Supplier 40,North America,Component_004,52,10469.856830049015,0.9227307494105048
Supplier 12,South America,Component_014,33,37789.24347214624,0.8866118927034944
Supplier 2,Australia,Component_004,16,12253.570405509265,0.7584635481706268
Supplier 10,Africa,Component_001,35,8576.298241855342,0.7001176949912266
Supplier 7,Europe,Component_006,10,33657.115943035606,0.7859693644866083
Supplier 33,Australia,Component_017,21,4333.182967142764,0.8300492553400937
Supplier 9,Australia,Component_011,47,10548.128186107891,0.7882810334663152
Supplier 28,South America,Component_013,32,28615.93780858075,0.9725131437941734
Supplier 18,Europe,Component_017,44,5514.776798833774,0.8174915624495465
Supplier 12,Asia,Component_010,10,14254.378967251332,0.7150537997632883
Supplier 47,North America,Component_010,26,21182.963606061603,0.7320134738081099
Supplier 34,Australia,Component_009,55,7778.325764801502,0.7761826831044536
Supplier 49,North America,Component_015,27,47331.59140490711,0.7141978228980406
Supplier 42,Europe,Component_019,13,35589.43056830852,0.9309253032495663
Supplier 37,North America,Component_007,40,26585.467111711187,0.8058871257966582
Supplier 47,Asia,Component_007,46,14677.150190806582,0.9164524864529514
Supplier 40,North America,Component_007,39,29014.867501339755,0.7045904606886568
Supplier 10,Europe,Component_007,16,15632.040662109113,0.8648536250616792
Supplier 3,Europe,Component_011,39,29941.312369581065,0.916107297068354
Supplier 8,Australia,Component_016,21,1849.480541457013,0.8019370501124453
Supplier 9,Australia,Component_020,53,38411.94565918415,0.9105038356123833
Supplier 4,North America,Component_015,28,8009.051751417862,0.9233732123580962
Supplier 17,Africa,Component_007,45,22138.847656041184,0.749350719395137
Supplier 4,Africa,Component_009,45,5772.685389557569,0.7976203101436291
Supplier 20,South America,Component_020,47,6473.671372113171,0.7238178627272992
Supplier 44,Europe,Component_019,10,1342.287484694047,0.9692385934098303
Supplier 44,Australia,Component_010,58,5455.047591382457,0.7331793731369977
Supplier 48,North America,Component_013,58,34416.46566837262,0.9098390518909736
Supplier 2,South America,Component_020,24,25360.13561700954,0.9291648395011651
Supplier 37,South America,Component_001,15,38053.98931389626,0.9674979921013316
Supplier 27,Europe,Component_017,10,44947.90008911305,0.9443119945807733
Supplier 42,South America,Component_012,39,44170.61418778865,0.8998408187640409
Supplier 11,Asia,Component_015,48,32310.92116912644,0.9056778490931678
Supplier 41,Australia,Component_009,39,4163.011478978569,0.9752695868346475
Supplier 32,North America,Component_006,7,22808.17522435607,0.8391751936702305
Supplier 39,Australia,Component_009,50,23731.961387328833,0.7177278938457933
Supplier 10,Australia,Component_015,9,11302.39010739655,0.7609563370335437
Supplier 5,Asia,Component_018,35,11217.96307064661,0.9703291839283967
Supplier 24,South America,Component_010,31,3684.8849187089872,0.766699848960378
Supplier 39,Europe,Component_006,27,37820.62362983266,0.9057072091895355
Supplier 48,Asia,Component_011,38,20786.143395635183,0.8576820358221313
Supplier 37,Africa,Component_007,41,3932.2472852225274,0.9951207859381429
Supplier 7,North America,Component_014,47,7905.037917395583,0.8791081677726204
Supplier 10,South America,Component_013,31,22844.949847243453,0.8837760870983228
Supplier 4,Australia,Component_019,37,24039.841577070023,0.9607860677529543
Supplier 33,Africa,Component_010,23,26593.303488295085,0.946627802505834
Supplier 19,Africa,Component_011,6,23771.7783522866,0.8488559915944972
Supplier 48,Africa,Component_005,58,7513.957101469785,0.8195119612949248
Supplier 42,Africa,Component_019,35,30527.844256024186,0.7929585682652658
Supplier 3,South America,Component_019,51,1170.7013734312695,0.887092249622087
Supplier 10,Africa,Component_010,26,8673.059798142305,0.8680311718189487
Supplier 32,North America,Component_008,46,40983.221700584734,0.7170166853325991
Supplier 18,South America,Component_017,25,28407.563065181337,0.9796975430276793
Supplier 30,Africa,Component_002,59,26461.43642016507,0.7304853437146814
Supplier 38,North America,Component_013,49,42054.350512601675,0.7230356871033864
Supplier 47,South America,Component_015,12,2386.324224302875,0.9585702480450843
Supplier 48,North America,Component_011,39,49295.287673422215,0.7979845370093948
Supplier 30,Asia,Component_008,37,2597.430976251531,0.9330736143082428
Supplier 42,Asia,Component_001,24,36626.374307025675,0.8086379448951354
Supplier 11,Africa,Component_019,31,15506.183111642411,0.8490926770703568
Supplier 44,Australia,Component_005,56,15335.894008802457,0.9249253426898545
Supplier 46,Europe,Component_015,20,25403.838408306307,0.7779133834041004
Supplier 36,Asia,Component_002,42,32720.230543604503,0.7247146300947765
Supplier 22,South America,Component_013,34,29105.842376703993,0.7446643811633331
Supplier 24,Africa,Component_020,52,21599.681735268245,0.8379013798052121
Supplier 8,Africa,Component_009,22,6651.0740511884715,0.9586872501115711
Supplier 43,Europe,Component_011,31,3064.719177964836,0.9058003248876897
Supplier 35,South America,Component_016,25,15148.963389540857,0.7394318979797164
Supplier 43,Australia,Component_018,42,33020.33659049402,0.7394323306458195
Supplier 36,South America,Component_020,19,37936.374170918956,0.8858282527485766
Supplier 41,South America,Component_011,14,3065.3928409949986,0.9599199365377651
Supplier 39,Africa,Component_015,27,31867.6556588107,0.7067467884647382
Supplier 20,Asia,Component_017,16,17980.430205783512,0.9435094160552933
Supplier 30,Asia,Component_010,35,27581.31001951377,0.7861671216944539
Supplier 5,South America,Component_020,57,16205.75287116933,0.8380130868931361
Supplier 17,North America,Component_015,49,18281.548379190477,0.8602481010000831
Supplier 43,North America,Component_005,33,38824.796447434215,0.9594573669122044
Supplier 9,South America,Component_016,6,29814.19559014275,0.8479068117628803
Supplier 14,Asia,Component_013,43,27366.96562278364,0.709657647265762
Supplier 14,Asia,Component_007,9,2490.9591815125514,0.9927807193700042
Supplier 20,South America,Component_007,10,25339.70274254327,0.8196320170717667
Supplier 18,Africa,Component_016,18,13389.411669098505,0.8269743884855106
Supplier 33,Australia,Component_014,26,5432.989491792559,0.8413671382987292
Supplier 47,Australia,Component_006,24,9773.079949914574,0.7830600245022314
Supplier 16,Africa,Component_006,18,40958.19879394743,0.7830831896929461
Supplier 36,Australia,Component_003,38,41180.53005997347,0.8660010106084921
Supplier 1,Europe,Component_002,36,32634.779592143495,0.9581348621107691
Supplier 47,North America,Component_012,51,9580.78428628685,0.77320826706717
Supplier 7,Asia,Component_015,36,12037.399561539065,0.8017272005851199
Supplier 10,North America,Component_007,53,21322.22906812097,0.7509895545609336
Supplier 27,Africa,Component_011,10,16504.803457559465,0.7099861967220693
Supplier 49,Europe,Component_010,56,24300.765513765302,0.851252183287367
Supplier 4,Africa,Component_001,39,15669.344324347969,0.9463618630384173
Supplier 16,Africa,Component_006,12,48675.192952790145,0.9218351720809039
Supplier 27,South America,Component_014,19,46674.348845928194,0.7479581713684615
Supplier 42,South America,Component_005,48,42120.408472979405,0.8386331341155714
Supplier 41,Africa,Component_014,19,30430.61257977323,0.7620948919509942
Supplier 34,South America,Component_020,27,12786.645438517044,0.8151700053373533
Supplier 44,South America,Component_001,48,16026.075285057921,0.9291257594012989
Supplier 17,North America,Component_008,53,41266.53951687702,0.8959590539914086
Supplier 15,Europe,Component_018,37,39083.28868133793,0.8854563107135639
Supplier 48,South America,Component_015,11,23464.076785774912,0.7845449589410454
Supplier 12,Europe,Component_006,47,10732.730843981653,0.7497857224728718
Supplier 6,Asia,Component_012,8,16268.77498790347,0.8461771709335911
Supplier 19,Australia,Component_019,59,15145.321079543124,0.7832251391779319
Supplier 13,North America,Component_012,14,3920.147281838078,0.7468793294998334
Supplier 34,Asia,Component_012,34,41323.49298007289,0.7835479185302576
Supplier 26,Africa,Component_016,30,4365.892345821316,0.709582082927267
Supplier 46,South America,Component_018,30,18205.462616681838,0.791868591193024
Supplier 45,Europe,Component_008,46,28409.825230961687,0.9710614213009144
Supplier 10,South America,Component_002,18,8679.080025582447,0.8975414683352256
Supplier 50,Asia,Component_009,31,18580.164422611917,0.9570431581943257
Supplier 29,South America,Component_011,39,11122.114038822205,0.7676373010638925
Supplier 27,Europe,Component_003,8,11708.20643561683,0.9660326982472377
Supplier 26,Asia,Component_002,12,6463.322438722603,0.9573353138665082
Supplier 36,Africa,Component_001,55,12203.552285740998,0.7369931566427468
Supplier 25,South America,Component_006,32,37738.24651107597,0.748109279342121
Supplier 48,Europe,Component_015,22,14818.799177944344,0.7381010475149884
Supplier 33,Europe,Component_013,46,42479.95224667637,0.8189076216532807
Supplier 25,Asia,Component_011,33,17227.969895452603,0.7326872461953633
Supplier 48,Asia,Component_020,24,20111.11290238036,0.9186974410135861
Supplier 41,Australia,Component_014,6,17273.005218039336,0.9167294320717835
Supplier 42,Africa,Component_003,35,13892.227203702181,0.8208961565348888
Supplier 7,Europe,Component_003,10,27294.0376187853,0.9692458715524797
Supplier 41,Europe,Component_019,12,7897.423274168353,0.9545509068127775
Supplier 23,Africa,Component_017,35,21325.16738952477,0.8896716919696844
Supplier 41,Australia,Component_010,50,20696.04706346237,0.8200562250478233
Supplier 23,South America,Component_002,46,43661.28892235805,0.8227016009653055
Supplier 36,North America,Component_012,40,12203.50870343258,0.7297025143423674
Supplier 13,Asia,Component_004,52,38150.80628274168,0.8018853151578019
Supplier 49,Europe,Component_020,25,37318.82263209531,0.7205240301316224
Supplier 12,Africa,Component_009,43,4450.164006509698,0.7776163802399041
Supplier 41,Asia,Component_003,42,39923.58028609016,0.7621182138282712
Supplier 17,Australia,Component_012,54,17371.413186952654,0.9930605369499385
Supplier 49,Asia,Component_017,52,21013.047126854013,0.7867972635611238
Supplier 34,Europe,Component_017,45,3082.8285780967894,0.7577724693821781
Supplier 33,South America,Component_011,27,23886.285156229496,0.9923750951269953
Supplier 16,Asia,Component_002,13,20122.742875461743,0.7350184171202646
Supplier 33,Asia,Component_017,47,48016.9470874396,0.7400818046917792
Supplier 44,Asia,Component_014,38,49449.72927298701,0.7652913773140959
Supplier 48,Europe,Component_006,30,18563.046300034344,0.7715833134064716
Supplier 31,Africa,Component_014,22,32966.67446818331,0.9989523908773157
Supplier 47,Europe,Component_018,27,24660.718068960527,0.7806904590437002
Supplier 4,North America,Component_005,41,15905.549122917633,0.936268146128304
Supplier 3,Asia,Component_003,20,2727.2009870380093,0.8641967133871207
Supplier 33,Africa,Component_002,47,33995.893592085864,0.8346560095027786
Supplier 7,Australia,Component_008,49,5201.770256227718,0.8675030515787531
Supplier 2,Australia,Component_010,9,17083.66358961669,0.9405618177077715
Supplier 21,South America,Component_012,25,30662.965472702057,0.7841442403765734
Supplier 34,Africa,Component_009,25,35946.66898318136,0.7970931826017089
Supplier 48,Asia,Component_015,26,28917.08211509481,0.904106526770866
Supplier 18,Africa,Component_002,24,15317.87522846405,0.9437065245838174
Supplier 22,Europe,Component_017,47,49942.16268083143,0.8082050056628134
Supplier 39,Australia,Component_017,27,13961.60765124019,0.9305116058813878
Supplier 3,Africa,Component_009,54,48853.83219928651,0.8972630750457722
Supplier 5,North America,Component_017,33,18270.765289390074,0.8350593454792634
Supplier 12,Europe,Component_016,50,48103.74997312172,0.7297647092917054
Supplier 40,South America,Component_003,35,23836.735691407368,0.9621227148342912
Supplier 9,Asia,Component_017,15,11151.64222326809,0.8891754871169067
Supplier 47,Europe,Component_009,31,21798.318017713624,0.748337320599149
Supplier 49,Australia,Component_012,12,13204.07586190649,0.9619780569424243
Supplier 39,Asia,Component_016,14,31345.61048406792,0.7890042326256206
Supplier 24,Australia,Component_020,50,4763.811783613013,0.7606188897894818
Supplier 45,South America,Component_014,26,41314.260407621594,0.7667217884901153
Supplier 18,Australia,Component_011,25,31267.71767221575,0.8350918918299854
Supplier 8,North America,Component_010,13,31887.505710604786,0.766062917328509
Supplier 16,Africa,Component_009,15,38239.311826192796,0.8843899765726895
Supplier 43,South America,Component_002,34,18033.83981830024,0.7042218157379339
Supplier 3,South America,Component_018,27,43914.08300746175,0.929234410151695
Supplier 43,Europe,Component_015,33,42481.84297238697,0.7940151888517092
Supplier 8,Europe,Component_003,6,22005.636122683678,0.869772769992285
Supplier 12,Africa,Component_020,32,15114.542906281287,0.8491334665601723
Supplier 35,North America,Component_009,11,19895.777716518576,0.870756942632086
Supplier 23,Africa,Component_007,20,41709.97764697604,0.7946671079565162
Supplier 18,Asia,Component_005,52,33937.030120709314,0.9846468140147552
Supplier 50,Asia,Component_008,55,3134.32058708843,0.9242887551044969
Supplier 32,Australia,Component_007,28,39550.3300741558,0.9128561328675806
Supplier 3,Australia,Component_015,48,33408.228996627644,0.7528943519790542
Supplier 9,Asia,Component_006,47,10390.455426945267,0.7162249147445796
Supplier 39,Australia,Component_001,54,9280.870497488559,0.9251630850145578
Supplier 18,North America,Component_016,21,35901.18606960266,0.784908162441848
Supplier 44,North America,Component_011,34,15512.843953898342,0.7642162694995175
Supplier 9,Australia,Component_005,39,25923.589451582662,0.871531595266113
Supplier 2,Europe,Component_004,51,21252.994388130537,0.7886123685437717
Supplier 3,Australia,Component_001,31,29365.020190297786,0.7751445223669347
Supplier 33,South America,Component_007,59,35716.95379367136,0.8145683707431518
Supplier 47,North America,Component_005,9,28263.846068696304,0.8030363593120508
Supplier 40,Asia,Component_018,39,42391.350423924036,0.7656450599134353
Supplier 40,Africa,Component_002,29,2516.452590021934,0.803474380929909
Supplier 31,Europe,Component_005,47,34835.980625542674,0.7050075238191282
Supplier 40,North America,Component_001,44,4241.897447633537,0.8372161770051358
Supplier 11,Europe,Component_013,25,9151.329184226253,0.9384861169416463
Supplier 44,South America,Component_007,7,18839.97652819269,0.7639923318404778
Supplier 11,South America,Component_011,6,27572.079037791995,0.7678451213993134
Supplier 34,South America,Component_019,11,42728.5706536107,0.7184886419349956
Supplier 15,Europe,Component_017,50,40271.7489511791,0.8150497400001557
Supplier 36,Africa,Component_015,57,42331.74465953652,0.938329606271278
Supplier 8,South America,Component_002,12,3137.855536080498,0.7950991908251619
Supplier 9,Australia,Component_015,40,27593.2360272596,0.7338005178409935
Supplier 19,Africa,Component_009,8,7264.321436430581,0.7577568996416887
Supplier 29,Australia,Component_001,26,34464.56985153264,0.7191857304173357
Supplier 14,South America,Component_012,50,8713.067730685303,0.8788851015632726
Supplier 22,Australia,Component_007,13,4872.85354280348,0.9363362495590406
Supplier 4,Australia,Component_020,35,22568.171970584208,0.8012205693719016
Supplier 2,Europe,Component_011,25,26323.571167403425,0.7012084967426017
Supplier 35,Australia,Component_019,56,37892.70012945529,0.7270029327893055
Supplier 24,North America,Component_001,54,29456.862353706627,0.8666486731132257
Supplier 10,South America,Component_015,26,26595.248484893837,0.7947163299488001
Supplier 2,South America,Component_020,44,38280.21842778335,0.7359295491135915
Supplier 38,Africa,Component_016,54,10186.005810248944,0.8299746629917931
Supplier 29,Africa,Component_010,12,35880.305240695074,0.779931326209646
Supplier 23,Africa,Component_002,18,4536.061303197297,0.8833777623291633
Supplier 29,Asia,Component_009,55,31682.55354582867,0.8768615680417372
Supplier 45,Asia,Component_003,33,42347.125819241395,0.9848233532782624
Supplier 35,South America,Component_016,48,46068.72092655681,0.7441401112811465
Supplier 18,Australia,Component_014,6,2951.267918256729,0.9896173971715294
Supplier 16,Africa,Component_004,46,26465.35117999137,0.7155547103308204
Supplier 32,Europe,Component_016,21,10578.009165416703,0.7877732708898679
Supplier 23,North America,Component_012,35,41252.827803509965,0.8212749096094643
Supplier 5,North America,Component_008,29,18651.709392141045,0.83778643238825
Supplier 11,Africa,Component_006,34,7525.044379407278,0.8635465095885585
Supplier 35,North America,Component_004,21,27019.816008704056,0.7396610030915647
Supplier 47,Europe,Component_007,53,39386.031957671716,0.9195455069137237
Supplier 44,Asia,Component_018,43,1936.5404304037015,0.7029188246471314
Supplier 47,Europe,Component_012,17,26716.10711937557,0.8717312951313466
Supplier 32,Africa,Component_003,51,24800.102117066326,0.9885244466234061
Supplier 28,Australia,Component_017,51,36466.73677417647,0.9070660356078217
Supplier 40,North America,Component_006,59,3236.363274048387,0.717899930001642
Supplier 45,Asia,Component_012,51,35312.33663765213,0.7423978409647018
Supplier 12,Africa,Component_017,28,7611.203704120054,0.7081336526230292
Supplier 48,North America,Component_018,11,35855.65535826356,0.9706846224802466
