Region,Customization_Option,Popularity_Index
North America,Design,0.21427394975364633
Europe,Size,0.18948388966941132
South America,Size,0.6609641545895469
Asia,Features,0.5035174316192084
South America,Color,0.6560841206775795
Asia,Packaging,0.9280437776449584
Australia,Size,0.4438044506044855
Africa,Design,0.5207996786327095
Africa,Features,0.6291235225221911
Australia,Design,0.8899810482178065
North America,Size,0.7898280613026978
Asia,Features,0.37688125554672747
Asia,Packaging,0.9201563361494698
North America,Packaging,0.1222371986695201
Europe,Color,0.10770346190546642
Europe,Features,0.1856368537946358
Asia,Size,0.587402541778766
Europe,Packaging,0.6946826100024571
North America,Size,0.4854854717465532
Europe,Color,0.494444838782802
Africa,Size,0.10495701444319327
Africa,Color,0.5599685890444033
Asia,Color,0.24033311631544796
Australia,Features,0.2116234844926247
South America,Packaging,0.3733398126690973
Europe,Features,0.7946168063640612
Asia,Packaging,0.6422646122402919
Australia,Size,0.13213761543094416
South America,Packaging,0.2283464010097439
Asia,Features,0.5177715652564333
North America,Features,0.6883207028331952
North America,Color,0.17195744297941462
Europe,Packaging,0.4908067854684881
Australia,Color,0.38723768117251145
Europe,Packaging,0.040584443932309755
South America,Features,0.23267402415646898
Africa,Packaging,0.44713899800229506
Australia,Size,0.6550094016133073
Asia,Features,0.3057397430947659
Africa,Color,0.7888378641910813
Asia,Size,0.05822378753073176
Europe,Size,0.21026407155738347
Australia,Design,0.5735177165949119
Africa,Features,0.8897782426860988
Africa,Features,0.08380684395250704
Africa,Size,0.9804175585161674
South America,Color,0.854723784404781
Australia,Color,0.7762559711721574
South America,Packaging,0.8886195046731844
Europe,Design,0.7038157857052435
Europe,Color,0.5352508069376712
Asia,Features,0.20609359327319476
Africa,Features,0.9048485803435563
Australia,Color,0.7174861622642378
North America,Features,0.7663434305289517
Europe,Packaging,0.5707613692165336
Australia,Color,0.0355936721082315
Asia,Features,0.9414694318182075
North America,Design,0.9565676511489665
South America,Features,0.9609201082990855
Africa,Design,0.3706809593170557
North America,Features,0.8481506469276751
Africa,Color,0.7545516245385987
Europe,Color,0.24116537140812078
Europe,Features,0.795864259052422
Australia,Features,0.019912384620348944
South America,Packaging,0.15017090408420808
Australia,Color,0.16597644143490553
Europe,Color,0.3990268093947995
North America,Size,0.16511881905939807
North America,Features,0.8437011566239739
Asia,Size,0.67710698431307
Europe,Packaging,0.07900269922419711
North America,Features,0.1981956103200545
Australia,Packaging,0.6387413492160858
Africa,Design,0.5663750092683987
Europe,Size,0.7973695156556485
Europe,Size,0.4105029623040437
Australia,Packaging,0.9917181646434882
Australia,Size,0.5833422301196747
North America,Packaging,0.06915486216818256
South America,Design,0.09479135282746387
North America,Packaging,0.333518131783475
Australia,Features,0.8855388117667369
North America,Size,0.070197613524837
South America,Packaging,0.045691592815299775
North America,Features,0.4067534636475748
Australia,Size,0.059890886202138116
Africa,Design,0.9521839218833978
Africa,Features,0.8669843053616916
South America,Size,0.9306780988461572
Europe,Features,0.10829918261369276
North America,Packaging,0.7698572852125455
Africa,Size,0.1178233328333993
North America,Design,0.11263471916020429
Asia,Packaging,0.42048188343063264
South America,Packaging,0.3494128038187605
Africa,Size,0.793253592654528
Africa,Features,0.5535690874727884
Europe,Features,0.7676145934783233
Australia,Design,0.9009903426020869
Europe,Design,0.48717808896519654
Europe,Design,0.8667330379468119
North America,Packaging,0.9639066109008425
Asia,Features,0.8521101190205108
Africa,Color,0.04745729741124227
Australia,Features,0.3068435195362482
Australia,Size,0.740310307063465
South America,Packaging,0.027361466465542383
North America,Features,0.3551352728558702
Africa,Packaging,0.49989735112114664
Asia,Features,0.5796714267557459
Europe,Design,0.30404269126353367
Africa,Features,0.0582172991147607
Europe,Color,0.8810916171690283
Africa,Features,0.21323959776589796
Europe,Packaging,0.369717509437392
Europe,Packaging,0.05063975330931847
South America,Color,0.015554147989241707
Australia,Design,0.9232948474098898
North America,Color,0.22078850384960136
Africa,Design,0.8297606796897572
Africa,Packaging,0.1310728429840481
Africa,Packaging,0.24865264824691957
Australia,Features,0.9890299731104618
Australia,Size,0.32964870623673703
Europe,Color,0.9771941677638768
Asia,Packaging,0.5729030893716538
Asia,Features,0.8803357636460949
Asia,Size,0.860744359717401
Australia,Features,0.9745684552138021
South America,Packaging,0.5682584251694417
Australia,Color,0.5339641012854236
North America,Design,0.11835913034091772
Africa,Design,0.8949039520217502
North America,Packaging,0.006661561423402351
North America,Color,0.04837811118916735
Europe,Size,0.7814304458588861
Africa,Size,0.6861724282375317
South America,Size,0.7242198158188726
Africa,Packaging,0.0532348156220801
Europe,Size,0.30398990847989404
Africa,Color,0.7524393913977181
Asia,Size,0.530053378868524
South America,Design,0.20691911941113017
South America,Features,0.32601187734597903
South America,Size,0.6702184951169557
North America,Size,0.91550834262232
South America,Design,0.26600601864020523
Europe,Packaging,0.40429263449671116
Asia,Packaging,0.784999408501923
Australia,Features,0.9889800822540927
North America,Features,0.7292115193795913
South America,Design,0.3226698851366667
Europe,Design,0.7942468179287445
Australia,Features,0.11899455153388383
Europe,Size,0.8668924701751359
Australia,Color,0.800745374308726
Asia,Packaging,0.5431450350316738
Africa,Features,0.03495809718348364
Asia,Packaging,0.8371002276117512
Asia,Size,0.6881917856471035
Europe,Size,0.6025354652411542
Asia,Design,0.5616618124642461
Australia,Packaging,0.1812114665399358
Asia,Color,0.5178319047462212
Asia,Size,0.6630732930061701
Africa,Color,0.790782107320208
Australia,Design,0.7565005548305407
Asia,Features,0.3595949051696318
Europe,Features,0.9576173586049407
Africa,Packaging,0.44658491267357026
Asia,Design,0.32946172902511095
Africa,Packaging,0.7541898426385796
North America,Features,0.4681304999992827
Africa,Color,0.9091747091639011
Europe,Packaging,0.8522187556027021
North America,Size,0.8957248843881713
South America,Design,0.13763344627877616
Africa,Color,0.04940462166216597
Africa,Color,0.578852496041092
Australia,Color,0.7524853238784645
Africa,Size,0.6522609669069737
Africa,Packaging,0.9177685859515186
North America,Color,0.10978351607701486
Asia,Size,0.9813741281283408
Africa,Color,0.024469851402083242
Africa,Design,0.7501974008282086
North America,Design,0.9123353498632063
Australia,Color,0.686732913227804
Australia,Size,0.7179789700601233
Europe,Size,0.46222227988896836
Australia,Packaging,0.3299907027053004
Asia,Design,0.2998682427906717
Africa,Size,0.7611804780903895
South America,Design,0.07661599094710292
North America,Packaging,0.1678542796107596
North America,Color,0.7161568333201277
Australia,Color,0.3773615269070376
Asia,Design,0.6581152631962486
North America,Packaging,0.19522817964490924
Asia,Size,0.5043165621625246
Asia,Packaging,0.8530124081159769
Africa,Color,0.7987942303815201
Africa,Color,0.21709254939859435
Africa,Size,0.7343008563128532
Africa,Color,0.4353987186194046
Africa,Packaging,0.1053694272308846
Europe,Features,0.4414434332715266
Africa,Color,0.38884185483875366
Australia,Design,0.8620436132572609
Europe,Design,0.4507481863883035
Europe,Design,0.5328069240111333
Africa,Size,0.9317631660693082
Australia,Size,0.4944353849689437
North America,Packaging,0.5083584721453536
Asia,Design,0.5004890709966828
North America,Size,0.5575876291015504
South America,Size,0.8208809811319697
Europe,Packaging,0.7885513130326703
North America,Packaging,0.010674651529839818
North America,Packaging,0.33213906219366496
Australia,Color,0.6744713617758883
South America,Packaging,0.6275601107833317
South America,Design,0.2038112001496203
South America,Packaging,0.2700684299689563
Europe,Size,0.7172218861549087
Asia,Packaging,0.22111467733722523
Africa,Design,0.5480731115261559
Africa,Size,0.11401386454976625
South America,Color,0.5367631156024703
North America,Packaging,0.8357031098346611
Australia,Packaging,0.6193253108454339
Africa,Color,0.8159807081570266
South America,Color,0.743970636456057
North America,Color,0.9758106521988793
Europe,Design,0.6864721724489522
Europe,Design,0.6452116752355381
South America,Features,0.6259740333555698
Asia,Features,0.9048812466534414
Europe,Packaging,0.2956989402931022
Australia,Packaging,0.49404789676355965
Australia,Size,0.8359916501289665
Australia,Packaging,0.9783708873887031
Asia,Color,0.8012532195644354
Asia,Size,0.9687847395137531
Australia,Features,0.7403446486086684
Australia,Packaging,0.27100859547729117
Africa,Features,0.33769249241489274
Europe,Features,0.3203677572481698
Australia,Size,0.27828753076926005
South America,Design,0.8191974089877283
Africa,Color,0.9310086560341574
South America,Packaging,0.5592878992132596
Australia,Design,0.3868249819422688
South America,Color,0.05012872319726014
North America,Packaging,0.36156278971099054
Asia,Design,0.42196520583361574
Asia,Size,0.9651909015073092
South America,Features,0.8858459676247045
Europe,Size,0.6757120340692025
Africa,Color,0.3181592951897396
North America,Packaging,0.15122197892278644
North America,Color,0.3540367333562824
North America,Features,0.9287181994842159
North America,Design,0.5823334641605705
Africa,Color,0.6463935388937756
North America,Packaging,0.6753778607888538
South America,Size,0.6508574953961899
Australia,Color,0.9782213273413034
Africa,Features,0.542590447904371
Africa,Packaging,0.33903949534473776
Australia,Features,0.6870952864988308
North America,Color,0.8989338024648376
Africa,Design,0.13000513766871657
Europe,Size,0.5107889494752659
North America,Design,0.16934280025020865
Australia,Design,0.9440524776413612
South America,Features,0.08133576174710566
South America,Size,0.17516734942037526
South America,Features,0.12944409153843617
South America,Packaging,0.8428321562009898
Africa,Color,0.19191624399000473
North America,Packaging,0.5864319520208298
South America,Color,0.24051102623140852
Asia,Design,0.8320989585449616
Australia,Packaging,0.769699756406466
Africa,Packaging,0.008957746140146772
Africa,Color,0.7728503277266511
Asia,Packaging,0.056844201129628624
Africa,Packaging,0.6019647553288641
South America,Color,0.519893333250182
Europe,Color,0.4429026935812864
Europe,Size,0.92860740463061
Asia,Size,0.34633508724917905
Asia,Features,0.6678627607304344
Africa,Design,0.16266445152978015
Asia,Color,0.7402567348027017
South America,Packaging,0.9946329094748567
Africa,Design,0.03174691178147748
Africa,Design,0.6056157776464871
South America,Size,0.44338620271114815
South America,Color,0.7006643698961694
Africa,Packaging,0.6865522635125614
Asia,Design,0.35180105983491083
Asia,Features,0.9291821821988558
North America,Features,0.07418395931923438
Africa,Design,0.1643943905818508
Europe,Features,0.8770453822529601
Europe,Color,0.6356295721676912
Europe,Packaging,0.24408259544792077
Australia,Size,0.46348035451638203
Europe,Color,0.5463675535766152
Europe,Color,0.8555014471505598
Australia,Features,0.719767680798385
Africa,Color,0.6604304761217086
South America,Design,0.7168563264162083
South America,Color,0.9869772785784348
Australia,Color,0.9400053830376879
Europe,Design,0.45028149200336587
Asia,Size,0.4972878846125893
North America,Color,0.8608161286474512
Asia,Design,0.17904141308740662
Africa,Packaging,0.5824304308402788
Australia,Size,0.7289889601295712
Asia,Packaging,0.3221274148270209
North America,Packaging,0.07672885550492348
Asia,Features,0.03169548363992869
Australia,Packaging,0.07536428607265899
Europe,Size,0.733349818323621
Europe,Features,0.1107452802621004
South America,Design,0.5881288803229149
Europe,Packaging,0.293877794763327
North America,Features,0.6605433579619774
North America,Size,0.4212910009513562
Europe,Packaging,0.3998296957112384
Europe,Features,0.013470807818702801
Africa,Packaging,0.0907918811880214
Australia,Packaging,0.3078307059533605
Africa,Design,0.19221474173645303
North America,Color,0.6487114929376134
Europe,Design,0.8798011443115267
Australia,Color,0.9851932306903135
Europe,Packaging,0.842334427355065
Europe,Features,0.035886347261065765
Australia,Packaging,0.08875692382873523
Australia,Color,0.40813965818069853
Asia,Size,0.2986604849188885
Asia,Features,0.9952742526381216
Africa,Features,0.29703650988735997
Australia,Packaging,0.26228085990016214
Australia,Features,0.8825062609994162
Australia,Size,0.9059928515127206
North America,Features,0.774666766828779
North America,Design,0.8209130953611283
South America,Size,0.7442884480997707
Europe,Size,0.8595756580404493
North America,Color,0.5586164470216829
Europe,Design,0.6769029528754142
Europe,Color,0.7517665297706148
Europe,Features,0.7919970152069598
North America,Features,0.575587918304198
North America,Design,0.0891705106320495
Australia,Design,0.28363576379475464
North America,Design,0.295869905414753
North America,Color,0.9402884557506263
Australia,Features,0.7121569577186616
North America,Color,0.6478371158902121
North America,Size,0.3862626775885748
South America,Color,0.2387832655810086
Australia,Features,0.785892738432289
North America,Color,0.1179002525981403
Australia,Packaging,0.4380979968522035
Europe,Size,0.29332332179954157
Africa,Features,0.8184216594705245
Europe,Design,0.1272083534235442
Asia,Design,0.01514037611344865
Africa,Size,0.9040583117834401
Australia,Size,0.694341912478161
North America,Design,0.4964667184917766
Africa,Color,0.7184041510547818
Asia,Features,0.979784628976328
Asia,Size,0.9022570813027164
North America,Color,0.6217925757759932
Africa,Packaging,0.531578236652189
Asia,Design,0.9975845992895207
Africa,Design,0.4860846218688307
Australia,Color,0.34203123031232097
Europe,Features,0.7798583400808284
Australia,Packaging,0.3416093594444949
North America,Packaging,0.7093303781385681
Europe,Color,0.045100281771902395
Africa,Design,0.8764949693056091
North America,Size,0.9323582732757526
Africa,Design,0.696768125140372
North America,Size,0.333567584607935
North America,Packaging,0.10592691690258649
Australia,Packaging,0.9534966012608643
Africa,Design,0.9562075003226137
Australia,Packaging,0.17851091728057566
Europe,Color,0.7143905967591545
South America,Packaging,0.8075228066215892
North America,Features,0.419443284389344
Europe,Features,0.31087381810189196
Europe,Design,0.14912429814950356
Africa,Color,0.8569570101236421
South America,Size,0.018796629343798887
Africa,Color,0.5933820592204208
Asia,Packaging,0.1732503906098909
Africa,Color,0.4984502048645755
South America,Size,0.32914641375797915
Africa,Color,0.13470032575197166
South America,Design,0.5443299457989556
Europe,Color,0.21653618001827524
Australia,Features,0.6168826336924824
Europe,Features,0.905170633027978
North America,Features,0.9581556668274265
Europe,Color,0.5236632742063114
South America,Features,0.6450334046906243
Europe,Features,0.5014121271755363
Asia,Color,0.3682247759456302
Australia,Features,0.6700908198811815
North America,Color,0.8374323709061552
Australia,Size,0.25586492138597816
South America,Packaging,0.9377918710370513
Asia,Color,0.7935330140336505
Australia,Features,0.7872133851048027
Africa,Size,0.8612844562293447
Australia,Color,0.1353071885607935
South America,Packaging,0.6179008409832448
South America,Packaging,0.107348591716807
North America,Color,0.42848653981548857
Europe,Size,0.06735425138134676
South America,Packaging,0.1883956431260133
South America,Packaging,0.1326961138361613
South America,Color,0.9717497239058613
Australia,Design,0.9003685009810435
Africa,Packaging,0.18287640209131073
Australia,Packaging,0.7401638742983481
Asia,Size,0.6781207298246223
South America,Design,0.9964692096209148
Asia,Features,0.07961233694108305
Asia,Packaging,0.2492176440443098
Australia,Size,0.0654416915038285
South America,Packaging,0.9154281431716823
Africa,Features,0.20556651145385507
Europe,Design,0.32458848201007506
Asia,Packaging,0.8387101916047834
Asia,Features,0.31715589049844073
Africa,Features,0.5634637745453674
Asia,Size,0.9394232348367738
Europe,Size,0.7585356741029962
Europe,Size,0.9170728627514549
Africa,Color,0.9776186634831263
Africa,Design,0.6274713178978288
Australia,Size,0.9250746293338794
North America,Packaging,0.1082152331913887
Europe,Features,0.373212385182199
Europe,Features,0.023472950983323804
Europe,Color,0.6393389422986668
South America,Features,0.4195521176291809
Asia,Features,0.31242632788649705
Australia,Packaging,0.5739522182607216
North America,Size,0.6627930041643519
South America,Features,0.4668626844737569
Asia,Size,0.29381746131637054
Asia,Design,0.930789000480595
Australia,Design,0.8848683500166702
Asia,Features,0.5699733892404137
Europe,Color,0.7632259502206068
North America,Design,0.08309566164843418
South America,Design,0.16261350522295137
Africa,Packaging,0.4271306898051246
Australia,Features,0.453055636853131
Europe,Design,0.7967235540242181
Europe,Packaging,0.38003725522196385
Australia,Packaging,0.8528832467963888
Asia,Color,0.17049635452009637
Asia,Features,0.0880527509534752
Asia,Features,0.9369082343355755
North America,Packaging,0.029590723084955584
Asia,Packaging,0.13576702254581763
Asia,Packaging,0.23427031254242192
North America,Design,0.3971709275090042
Africa,Packaging,0.5019685960916436
Europe,Design,0.14212691652449494
Europe,Packaging,0.48020284776214195
Africa,Size,0.016576127271690444
Africa,Packaging,0.13509190961490558
Australia,Design,0.08197912700382393
North America,Packaging,0.49452007061404113
Africa,Features,0.7099409006892259
North America,Size,0.30728109043015817
Africa,Design,0.6868222649020597
South America,Features,0.7239850433866253
Africa,Color,0.08440241692439798
North America,Color,0.08934053648977969
Europe,Packaging,0.8908430793322051
Asia,Size,0.12422841260279982
Africa,Size,0.18217116039953363
Australia,Color,0.9686381360223942
North America,Packaging,0.2591039588567233
North America,Features,0.7836115814481285
North America,Packaging,0.5891660930039339
Europe,Size,0.9185569297739038
Africa,Features,0.5059987201459596
South America,Features,0.20091939262376401
Australia,Design,0.15956520247366834
Europe,Design,0.13897341241958727
Asia,Color,0.05910877319171692
Asia,Size,0.9196496284953125
Africa,Color,0.5661809965233323
Australia,Features,0.15794858485972418
North America,Packaging,0.29934770068921135
Africa,Features,0.22976415370453984
South America,Size,0.8873606658576829
Europe,Color,0.29043961596608614
Europe,Color,0.7296908993520694
Africa,Color,0.8481928614133393
Australia,Size,0.30041122755134253
South America,Packaging,0.9024438239419984
North America,Packaging,0.9142126965045154
Africa,Design,0.6316456911144768
Europe,Packaging,0.7703661514351271
Europe,Design,0.44813498358116066
North America,Features,0.9273416994824081
Australia,Design,0.7328383326241156
Asia,Size,0.47290272785624476
South America,Size,0.9247624662100207
South America,Packaging,0.0638673296793183
North America,Design,0.7696545171744731
Asia,Size,0.994032193451835
Australia,Size,0.21984088511708644
Australia,Color,0.14129799515410757
North America,Packaging,0.7036731919528892
South America,Features,0.17273102614521696
North America,Design,0.1108856272569887
Europe,Design,0.4299900371169695
Africa,Design,0.9561795303507902
South America,Design,0.19431973561504723
North America,Features,0.85078572220423
Africa,Design,0.8757470637902801
Europe,Features,0.7786317935388133
South America,Features,0.8599175980459266
Africa,Design,0.23241109172233587
North America,Design,0.12344460046039984
Asia,Size,0.4211816606162848
North America,Size,0.7030560444504841
Europe,Packaging,0.29299162681136437
North America,Features,0.16577668006746493
Asia,Packaging,0.6650150527919466
South America,Design,0.47952928967483166
Africa,Size,0.7418855439721022
North America,Color,0.1963956066248287
North America,Design,0.27981647162203194
Asia,Packaging,0.6748521128942422
Africa,Size,0.19401329130491918
South America,Size,0.3856984947010791
North America,Color,0.6515338771809561
Australia,Packaging,0.10976017932826432
South America,Size,0.2466319702990628
Africa,Size,0.37174369323240875
Asia,Features,0.1203620855127222
Africa,Design,0.4781046079107847
North America,Color,0.7141849356185304
Africa,Color,0.27885496008262534
North America,Size,0.24043424826696524
Australia,Packaging,0.5598459435707701
Europe,Color,0.17640746415809339
Africa,Color,0.18675499218035696
North America,Design,0.4534081655258293
Africa,Features,0.23505315096696422
Europe,Size,0.6695747976552217
Asia,Size,0.8351095902957295
South America,Features,0.4579193168875427
Africa,Features,0.22244098825255376
South America,Design,0.7727811234072631
North America,Packaging,0.4650301125775308
Africa,Design,0.26395721605158395
North America,Size,0.9536560205713288
Australia,Color,0.2710696628958925
Australia,Color,0.8472326791867243
North America,Packaging,0.7123051714984502
Europe,Features,0.3384698276446394
North America,Features,0.5406603139069852
Africa,Size,0.5949230796965735
Australia,Packaging,0.42640418874438846
Africa,Size,0.08353126782603937
North America,Design,0.47402568872387707
Asia,Features,0.8905715164666683
Europe,Design,0.13154160468412313
Africa,Features,0.479290318415296
Australia,Design,0.0560330462872205
Africa,Packaging,0.603878695360563
Australia,Size,0.1392067951109427
Europe,Packaging,0.08349815513556536
Africa,Features,0.7763065692501149
Australia,Size,0.6008626643988066
Asia,Size,0.9666645571163818
South America,Packaging,0.6419602255366545
Africa,Packaging,0.47124494839238074
South America,Features,0.4008888140048976
North America,Color,0.8772128770400255
Europe,Design,0.5176926858452868
North America,Size,0.8687154373760867
Africa,Features,0.6751599784211761
Africa,Size,0.29781695297372
South America,Features,0.734088421490559
Africa,Packaging,0.9744987065225712
Australia,Features,0.6076156429821736
Europe,Color,0.3173443152720741
North America,Features,0.2224687329124314
Australia,Features,0.9333440831766279
Australia,Color,0.3228293101064512
Europe,Size,0.0059279472491680085
Asia,Features,0.9198031672162705
North America,Packaging,0.6629785631098896
Europe,Features,0.4173156850103543
Europe,Packaging,0.9567898637326477
Asia,Design,0.11790510595268733
South America,Features,0.5569579492770083
Africa,Packaging,0.7141771308379534
Africa,Color,0.13997324404564948
South America,Color,0.0009642640595459717
South America,Design,0.21360765187093578
South America,Color,0.7829533823392306
Australia,Packaging,0.7179832376056345
Asia,Size,0.7136511810050402
South America,Size,0.12014199746626097
Europe,Design,0.4434304825427825
Asia,Features,0.6377945617368004
Australia,Packaging,0.8545452350801652
Australia,Design,0.2287637031052402
Africa,Size,0.3715632002818151
South America,Size,0.9927503286107836
Australia,Packaging,0.04797735437179329
Asia,Design,0.7707095418602722
Europe,Design,0.32134449453764413
Africa,Color,0.40708269288907906
North America,Packaging,0.7898094793309861
Australia,Size,0.8308552124218884
Europe,Design,0.7624319797737429
Europe,Features,0.8824526067841928
Africa,Size,0.9256730556042309
North America,Design,0.9207959105336277
Australia,Color,0.4717149135378047
Africa,Design,0.5369829339598196
Europe,Size,0.31376259760857783
Australia,Packaging,0.983972538692089
Asia,Features,0.47137239566251266
Australia,Features,0.7187397356755458
Asia,Packaging,0.8537983624375319
South America,Design,0.5568204861617707
South America,Color,0.09697792864823784
South America,Packaging,0.9670822389086908
Asia,Size,0.9717936274829161
Africa,Size,0.1688894699448905
Africa,Color,0.41776415397762856
North America,Features,0.8367009432253604
South America,Size,0.2780055734493123
Africa,Color,0.25195428561552957
North America,Packaging,0.9573266714624911
Australia,Size,0.10758192707415914
North America,Color,0.5052603182412045
Asia,Color,0.4802028164067367
Europe,Color,0.010297745942420278
Europe,Color,0.2984025544964891
North America,Features,0.09457666440366497
South America,Design,0.6547468240753495
Africa,Color,0.3727445941676425
Europe,Features,0.37697815450299343
Africa,Size,0.0833273494408644
Europe,Size,0.6386596279950294
Europe,Color,0.6884744179884839
South America,Packaging,0.8126273910873547
Asia,Color,0.2575399021046102
Europe,Features,0.8155590935778493
Europe,Design,0.130759125465157
North America,Packaging,0.5020356051873419
Australia,Features,0.5876600909632342
Australia,Design,0.6107366388077786
Australia,Size,0.9987377756892927
Africa,Features,0.3202005856537904
North America,Features,0.8175419767632052
South America,Design,0.7451803004148475
Australia,Color,0.8351282095403914
Asia,Packaging,0.17304013813215324
South America,Size,0.12421014440526101
South America,Size,0.19833934330448877
Africa,Packaging,0.48108837631693957
North America,Size,0.45172395369194007
Africa,Features,0.8092249623731287
Asia,Size,0.01882951142644329
North America,Packaging,0.1443581099815887
Asia,Design,0.6148531139695496
Europe,Size,0.6514231849170653
South America,Design,0.7186609229636888
North America,Packaging,0.7827952509438731
Europe,Packaging,0.39776964968864126
North America,Packaging,0.11418458503802908
Africa,Color,0.5336750494466531
Africa,Design,0.1258111292145735
Europe,Features,0.1535186333783476
Africa,Size,0.4255396945210487
North America,Design,0.8329896382351974
Asia,Features,0.6334700019085361
South America,Color,0.352103351317679
North America,Packaging,0.16819913816062249
Asia,Color,0.65298120976418
Asia,Design,0.9902908149013262
Australia,Features,0.4353853985784284
Australia,Features,0.2791541946399596
Europe,Design,0.9802271908405443
Africa,Features,0.5565537058195218
South America,Size,0.5853188486953733
Asia,Packaging,0.4027159766154905
North America,Packaging,0.725167837279931
Europe,Size,0.16058678080989475
South America,Features,0.3208083065552366
North America,Size,0.16273006594115202
South America,Packaging,0.8118463943095224
North America,Color,0.28260498890305696
Asia,Design,0.26267552035702946
South America,Color,0.871054686704995
Asia,Color,0.784849648429651
South America,Features,0.41526026994796617
South America,Size,0.04923160259485038
North America,Design,0.3801709464132955
North America,Size,0.23160384387499866
South America,Color,0.34088784547043116
South America,Features,0.33023882283212536
Asia,Color,0.09869658540716686
Europe,Color,0.30350605463453606
Africa,Packaging,0.32269496718968893
South America,Color,0.4921464963651837
South America,Design,0.42452568912677513
South America,Color,0.21513820036652898
Australia,Packaging,0.36715797249045035
Australia,Color,0.6649592351394557
Africa,Size,0.06480786641638425
Australia,Design,0.5439623672531827
South America,Packaging,0.27608193471417486
South America,Packaging,0.03727637887820612
Australia,Features,0.7447216513603827
Asia,Features,0.4096984360418474
Africa,Size,0.9832317627784865
South America,Features,0.4359855194661548
Africa,Features,0.7504845299522612
Asia,Design,0.5576653218027072
Africa,Design,0.44205466725949216
Australia,Features,0.7665946802786978
North America,Packaging,0.7455960584771943
North America,Size,0.08584765324003873
North America,Packaging,0.2300593083287873
Australia,Color,0.32278438944156596
North America,Color,0.6398354373382877
Africa,Features,0.5169107721775333
North America,Packaging,0.02630524122687372
North America,Design,0.594722748592081
Africa,Size,0.07415913219427317
Asia,Design,0.7992489397680159
Asia,Color,0.8387963384210114
North America,Design,0.7053894197562639
North America,Features,0.5803508355273247
North America,Design,0.4643798820722743
Australia,Color,0.359823842019373
Asia,Packaging,0.7088959124221368
Asia,Packaging,0.38629210148114024
Europe,Features,0.2688515772792359
North America,Design,0.09337726928594436
South America,Features,0.6323731678008992
South America,Color,0.5914128987055934
North America,Packaging,0.5862283074783373
Asia,Size,0.1422605667099005
Africa,Size,0.7864954255339074
Europe,Size,0.9755286056136078
North America,Color,0.4789322604797349
Asia,Size,0.917331763169754
Asia,Design,0.6316689677958136
Asia,Design,0.9490472444844067
Australia,Color,0.3743418025663251
Australia,Packaging,0.9784793668000331
Africa,Color,0.822186542677075
South America,Design,0.6299918086386203
Asia,Size,0.9148296494042514
Asia,Packaging,0.2773618481873581
North America,Size,0.7783511466122491
Europe,Features,0.3026880417349709
North America,Features,0.31620997739594725
Africa,Packaging,0.7524370504124471
Asia,Size,0.8821349757873891
Australia,Design,0.15022488182489102
Europe,Design,0.7075791870373853
North America,Features,0.6466164752763248
Africa,Color,0.05427878756024651
Australia,Size,0.021445614651985023
Australia,Color,0.6828180725517843
Africa,Design,0.8646463592404449
South America,Packaging,0.10919251065242064
Europe,Color,0.08053028549840846
North America,Color,0.5751859540507175
South America,Color,0.7780605336030885
South America,Packaging,0.5802599933367608
Africa,Size,0.9393895612732593
Asia,Packaging,0.6834063413125877
South America,Packaging,0.45285838546135626
Africa,Size,0.4431167548185557
South America,Features,0.2594637487992075
North America,Size,0.16775980938756963
South America,Design,0.29361285955533645
Australia,Features,0.32876674174219633
Australia,Size,0.5029345744691877
Europe,Color,0.5100073846341373
Asia,Design,0.25501336841393696
North America,Size,0.7902132598795137
Africa,Design,0.47147605397544223
South America,Packaging,0.22374132919114875
South America,Packaging,0.11275997306719832
South America,Design,0.9440838566862148
South America,Size,0.8318562962313811
Australia,Packaging,0.09532118468355555
Asia,Size,0.39110491672725534
Asia,Design,0.46373659726941996
Africa,Features,0.021498715133276725
Australia,Size,0.3361432113815005
Australia,Features,0.6631242496273339
North America,Design,0.08886382240554147
Australia,Features,0.9101135515908976
South America,Color,0.8969198990800707
North America,Size,0.7889916153660693
Asia,Design,0.9619263366488027
Africa,Packaging,0.7721513588347192
Africa,Features,0.3176671595072321
Australia,Features,0.5733525127486692
Australia,Features,0.35531350531249606
North America,Color,0.2430156518163774
Europe,Packaging,0.0555313195945506
North America,Size,0.5399443045529743
South America,Color,0.9886993521019097
Asia,Features,0.8909263522708918
Australia,Color,0.4985150321720824
Australia,Size,0.23074303768973947
Africa,Design,0.003038367133356479
Africa,Design,0.942547425414865
Asia,Size,0.2793002988239167
South America,Packaging,0.7225943525657469
North America,Color,0.8070722656231071
Europe,Packaging,0.1656206099605002
Australia,Features,0.07512230384664664
North America,Color,0.008451980925435199
Europe,Color,0.8695210670856892
Australia,Color,0.31093015273338975
Africa,Size,0.7123710529789158
Africa,Features,0.3140124199984222
North America,Packaging,0.6030917199108987
Australia,Color,0.4762410086650768
South America,Color,0.30808846393992273
Europe,Size,0.17107416212721105
Asia,Size,0.07276907833612678
South America,Packaging,0.07805510951157191
Australia,Design,0.4170174479109575
Europe,Color,0.88536165082455
Australia,Size,0.3985394806052569
Africa,Features,0.4399438305853157
North America,Packaging,0.5814740021267802
South America,Color,0.05884036330292708
Africa,Color,0.5199794759599125
South America,Design,0.8818062967742833
Australia,Color,0.2039775824827208
North America,Packaging,0.5622547229169708
Asia,Design,0.45022127499762055
Africa,Features,0.683075329941441
